#=====================================================
# File created:        Wed-29-Oct-2025-at-10-14-48PM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        33.368898
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2516.2719  0.2759 
   00001    0.6972   -3801.4537  0.2873 
   00002    0.6084   -4470.4279  0.2873 
   00003    0.5932   -5040.7717  0.2880 
   00004    0.5496   -5506.9747  0.2833 
   00005    0.5392   -5855.8795  0.2857 
   00006    0.5276   -6165.2576  0.2870 
   00007    0.5000   -6378.5920  0.2847 
   00008    0.4960   -6549.4049  0.2906 
   00009    0.4920   -6694.7454  0.2901 
   00010    0.4912   -6740.1227  0.2874 
   00011    0.4748   -6899.2238  0.2970 
   00012    0.4796   -7004.7707  0.2921 
   00013    0.4736   -7107.3565  0.2928 
   00014    0.4700   -7176.6780  0.2904 
   00015    0.4572   -7230.5071  0.3014 
   00016    0.4608   -7356.4006  0.3086 
   00017    0.4736   -7407.7410  0.3113 
   00018    0.4796   -7415.4040  0.3130 
   00019    0.4380   -7433.7558  0.3253 
   00020    0.4488   -7467.6752  0.3229 
   00021    0.4520   -7559.4180  0.3288 
   00022    0.4516   -7644.0483  0.3321 
   00023    0.4456   -7677.8767  0.3371 
   00024    0.4364   -7679.3658  0.3390 
   00025    0.4332   -7709.1638  0.3411 
   00026    0.4364   -7691.8091  0.3408 
   00027    0.4512   -7721.8952  0.3433 
   00028    0.4264   -7804.2206  0.3467 
   00029    0.4396   -7801.4226  0.3400 
   00030    0.4416   -7831.1302  0.3388 
   00031    0.4368   -7813.3051  0.3388 
   00032    0.4384   -7878.4294  0.3385 
   00033    0.4252   -7903.1562  0.3410 
   00034    0.4448   -7953.4803  0.3444 
   00035    0.4256   -7943.4029  0.3401 
   00036    0.4364   -7944.3729  0.3459 
   00037    0.4228   -7971.8432  0.3460 
   00038    0.4276   -7972.0271  0.3472 
   00039    0.4248   -7968.6374  0.3500 
   00040    0.4384   -7973.3126  0.3478 
   00041    0.4364   -7994.3379  0.3440 
   00042    0.4348   -7988.6675  0.3461 
   00043    0.4204   -7986.7599  0.3484 
   00044    0.4288   -7964.6096  0.3514 
   00045    0.4308   -7973.9821  0.3549 
   00046    0.4452   -7966.2665  0.3540 
   00047    0.4164   -8042.4137  0.3606 
   00048    0.4384   -8030.4217  0.3547 
   00049    0.4340   -8053.9792  0.3577 
   00050    0.4424   -8090.9865  0.3646 
   00051    0.4272   -8108.9076  0.3719 
   00052    0.4196   -8139.8142  0.3783 
   00053    0.4216   -8088.0029  0.3781 
   00054    0.4176   -8092.0152  0.3770 
   00055    0.4124   -8172.1493  0.3840 
   00056    0.4376   -8150.0870  0.3897 
   00057    0.4216   -8164.9803  0.3905 
   00058    0.4340   -8192.4442  0.3893 
   00059    0.4076   -8250.4657  0.3910 
   00060    0.4176   -8217.7865  0.3978 
   00061    0.4212   -8146.5553  0.3955 
   00062    0.4304   -8167.8653  0.3981 
   00063    0.4184   -8138.3648  0.3994 
   00064    0.4248   -8134.3920  0.4027 
   00065    0.4184   -8117.7872  0.3962 
   00066    0.4388   -8201.7185  0.3950 
   00067    0.4176   -8222.7264  0.3941 
   00068    0.4180   -8256.9794  0.3956 
   00069    0.4300   -8232.1298  0.3964 
   00070    0.4168   -8245.6525  0.3925 
   00071    0.4052   -8255.2098  0.3905 
   00072    0.4292   -8271.3642  0.3960 
   00073    0.4144   -8280.2976  0.3920 
   00074    0.4120   -8302.3778  0.3937 
   00075    0.4152   -8309.4561  0.3962 
   00076    0.4192   -8319.6366  0.4023 
   00077    0.4052   -8329.8376  0.4014 
   00078    0.4300   -8325.3854  0.4058 
   00079    0.4008   -8283.1688  0.4093 
   00080    0.4292   -8289.3832  0.4094 
   00081    0.4408   -8297.8590  0.4118 
   00082    0.4332   -8235.7675  0.4142 
   00083    0.4208   -8272.1425  0.4155 
   00084    0.4268   -8267.0476  0.4178 
   00085    0.4304   -8262.9410  0.4200 
   00086    0.4304   -8315.0563  0.4211 
   00087    0.4204   -8309.4820  0.4188 
   00088    0.4352   -8291.5584  0.4187 
   00089    0.4160   -8307.4230  0.4240 
   00090    0.4220   -8245.6380  0.4201 
   00091    0.4176   -8254.5731  0.4189 
   00092    0.4348   -8264.9379  0.4126 
   00093    0.4192   -8256.8147  0.4191 
   00094    0.4196   -8271.7294  0.4203 
   00095    0.4152   -8277.8693  0.4210 
   00096    0.4072   -8281.4395  0.4221 
   00097    0.4392   -8326.2973  0.4239 
   00098    0.4152   -8336.5442  0.4286 
   00099    0.4284   -8327.4107  0.4278 
   00100    0.4432   -8371.0067  0.4270 
   00101    0.4280   -8357.9527  0.4287 
   00102    0.4064   -8351.2483  0.4289 
   00103    0.4240   -8374.8761  0.4285 
   00104    0.4088   -8330.6079  0.4217 
   00105    0.4160   -8332.1115  0.4261 
   00106    0.4192   -8401.1969  0.4221 
   00107    0.4164   -8356.3579  0.4147 
   00108    0.4212   -8346.2499  0.4162 
   00109    0.4288   -8343.4053  0.4129 
   00110    0.4220   -8285.1887  0.4155 
   00111    0.4140   -8296.4580  0.4181 
   00112    0.4044   -8218.1385  0.4202 
   00113    0.4192   -8218.4241  0.4187 
   00114    0.4064   -8226.9765  0.4180 
   00115    0.4232   -8265.4702  0.4115 
   00116    0.4236   -8276.9196  0.4065 
   00117    0.4212   -8246.9636  0.4043 
   00118    0.4240   -8267.5018  0.4093 
   00119    0.4056   -8263.6174  0.4051 
