#=====================================================
# File created:        Wed-29-Oct-2025-at-10-05-40PM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        33.418509
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2540.2602  0.2642 
   00001    0.6744   -3715.2066  0.2588 
   00002    0.6036   -4536.6618  0.2631 
   00003    0.5940   -5117.2799  0.2614 
   00004    0.5504   -5571.9314  0.2671 
   00005    0.5416   -5945.4868  0.2685 
   00006    0.5124   -6222.1554  0.2773 
   00007    0.5100   -6390.6939  0.2870 
   00008    0.5112   -6576.7254  0.2913 
   00009    0.4820   -6728.9013  0.2964 
   00010    0.4884   -6840.4898  0.2858 
   00011    0.4644   -6955.6681  0.2786 
   00012    0.4628   -7077.6041  0.2746 
   00013    0.4792   -7191.9451  0.2807 
   00014    0.4508   -7336.9272  0.2780 
   00015    0.4488   -7419.7836  0.2684 
   00016    0.4396   -7438.7521  0.2677 
   00017    0.4628   -7517.3392  0.2661 
   00018    0.4452   -7524.1771  0.2633 
   00019    0.4456   -7501.5249  0.2727 
   00020    0.4660   -7597.2316  0.2798 
   00021    0.4588   -7659.2250  0.2806 
   00022    0.4428   -7707.8726  0.2803 
   00023    0.4288   -7740.1436  0.2820 
   00024    0.4292   -7783.3502  0.2855 
   00025    0.4244   -7785.4178  0.2842 
   00026    0.4460   -7826.6758  0.2874 
   00027    0.4372   -7843.7163  0.2882 
   00028    0.4248   -7874.5594  0.2865 
   00029    0.4460   -7898.3526  0.2769 
   00030    0.4160   -7916.0778  0.2759 
   00031    0.4500   -7962.7171  0.2741 
   00032    0.4228   -8014.3825  0.2806 
   00033    0.4260   -8082.4834  0.2752 
   00034    0.4296   -8060.6704  0.2789 
   00035    0.3988   -8081.3296  0.2762 
   00036    0.4576   -8110.0014  0.2763 
   00037    0.4376   -8141.4926  0.2786 
   00038    0.4084   -8158.0187  0.2761 
   00039    0.4424   -8160.0991  0.2767 
   00040    0.4280   -8180.7715  0.2833 
   00041    0.4128   -8165.7369  0.2863 
   00042    0.4096   -8182.1000  0.2823 
   00043    0.4144   -8184.8729  0.2765 
   00044    0.4236   -8175.0616  0.2698 
   00045    0.4300   -8158.0788  0.2645 
   00046    0.4164   -8151.8819  0.2556 
   00047    0.4248   -8211.8211  0.2554 
   00048    0.4228   -8211.0805  0.2633 
   00049    0.4256   -8139.1810  0.2661 
   00050    0.4128   -8098.0472  0.2624 
   00051    0.4248   -8151.4121  0.2727 
   00052    0.4116   -8154.9211  0.2627 
   00053    0.4352   -8121.1210  0.2639 
   00054    0.4284   -8177.9152  0.2642 
   00055    0.4156   -8167.1579  0.2675 
   00056    0.4292   -8174.3510  0.2706 
   00057    0.4368   -8162.3699  0.2719 
   00058    0.4232   -8161.8867  0.2792 
   00059    0.4280   -8134.4053  0.2776 
   00060    0.4308   -8138.2542  0.2810 
   00061    0.4072   -8132.9387  0.2865 
   00062    0.4308   -8190.1661  0.2861 
   00063    0.4272   -8199.7071  0.2908 
   00064    0.4240   -8161.1811  0.2959 
   00065    0.4032   -8085.2272  0.2995 
   00066    0.4040   -8148.8550  0.3022 
   00067    0.4168   -8145.0066  0.3095 
   00068    0.4344   -8159.8884  0.3145 
   00069    0.4244   -8154.2334  0.3163 
   00070    0.4372   -8197.3302  0.3095 
   00071    0.4216   -8186.5936  0.3152 
   00072    0.4096   -8161.8022  0.3161 
   00073    0.4348   -8190.3628  0.3146 
   00074    0.4176   -8223.4752  0.3147 
   00075    0.4248   -8197.9675  0.3188 
   00076    0.4192   -8159.6647  0.3197 
   00077    0.4368   -8173.0612  0.3160 
   00078    0.4404   -8159.1488  0.3102 
   00079    0.4168   -8200.2815  0.3147 
   00080    0.4156   -8226.9276  0.3102 
   00081    0.4112   -8201.3451  0.3045 
   00082    0.4188   -8235.9033  0.3059 
   00083    0.4100   -8280.4914  0.3029 
   00084    0.4264   -8276.9387  0.3111 
   00085    0.4132   -8263.9410  0.3141 
   00086    0.4100   -8274.9808  0.3135 
   00087    0.4072   -8286.0125  0.3194 
   00088    0.4260   -8275.4945  0.3229 
   00089    0.4232   -8264.8990  0.3243 
   00090    0.4212   -8237.7001  0.3183 
   00091    0.4000   -8256.6118  0.3192 
   00092    0.4228   -8283.2066  0.3202 
   00093    0.4084   -8254.6536  0.3252 
