#=====================================================
# File created:        Wed-29-Oct-2025-at-10-17-35PM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        32.653393
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2576.8805  0.2565 
   00001    0.6740   -3774.7614  0.2529 
   00002    0.6052   -4547.9134  0.2627 
   00003    0.5672   -5071.0153  0.2842 
   00004    0.5512   -5512.0517  0.2875 
   00005    0.5292   -5916.0501  0.2864 
   00006    0.5292   -6185.8024  0.2813 
   00007    0.4932   -6387.5891  0.2806 
   00008    0.4920   -6523.5402  0.2863 
   00009    0.4684   -6696.9508  0.2875 
   00010    0.4620   -6833.7924  0.2896 
   00011    0.4816   -6980.4737  0.2993 
   00012    0.4804   -7080.7912  0.2984 
   00013    0.4640   -7166.1321  0.3023 
   00014    0.4560   -7269.1602  0.2946 
   00015    0.4672   -7347.8821  0.3008 
   00016    0.4772   -7394.4742  0.3025 
   00017    0.4340   -7401.9622  0.2974 
   00018    0.4372   -7454.6537  0.2974 
   00019    0.4540   -7493.1908  0.2993 
   00020    0.4636   -7537.0414  0.2983 
   00021    0.4476   -7592.8621  0.3010 
   00022    0.4480   -7688.6937  0.2971 
   00023    0.4480   -7690.3018  0.2980 
   00024    0.4344   -7709.0736  0.3020 
   00025    0.4316   -7752.3235  0.3044 
   00026    0.4360   -7767.4093  0.3077 
   00027    0.4408   -7819.0654  0.3047 
   00028    0.4400   -7833.6550  0.3086 
   00029    0.4340   -7870.4756  0.3020 
   00030    0.4148   -7868.8718  0.3054 
   00031    0.4324   -7893.6022  0.3094 
   00032    0.4340   -7913.5648  0.3160 
   00033    0.4164   -7985.6803  0.3156 
   00034    0.4224   -7963.9289  0.3214 
   00035    0.4444   -7957.6632  0.3299 
   00036    0.4432   -7966.9308  0.3330 
   00037    0.4300   -7966.0045  0.3350 
   00038    0.4408   -8005.0552  0.3370 
   00039    0.4368   -8014.1390  0.3418 
   00040    0.4592   -8050.3560  0.3470 
   00041    0.4252   -8138.5473  0.3468 
   00042    0.4268   -8111.9360  0.3523 
   00043    0.4408   -8113.5028  0.3551 
   00044    0.4288   -8152.8704  0.3636 
   00045    0.4176   -8138.2367  0.3606 
   00046    0.4256   -8161.1586  0.3599 
   00047    0.4296   -8181.0150  0.3612 
   00048    0.4236   -8210.4288  0.3629 
   00049    0.4140   -8184.8283  0.3613 
   00050    0.4228   -8278.0149  0.3702 
   00051    0.4212   -8259.3543  0.3694 
   00052    0.4116   -8240.8762  0.3781 
   00053    0.4224   -8224.0043  0.3728 
   00054    0.4372   -8239.1549  0.3741 
   00055    0.4084   -8213.7947  0.3796 
   00056    0.4148   -8278.6618  0.3809 
   00057    0.4196   -8243.0645  0.3797 
   00058    0.4260   -8236.5839  0.3763 
   00059    0.4416   -8269.6378  0.3803 
   00060    0.3956   -8265.7179  0.3767 
   00061    0.4012   -8257.2908  0.3731 
   00062    0.4292   -8203.1594  0.3795 
   00063    0.3992   -8214.0666  0.3852 
   00064    0.4052   -8275.0449  0.3817 
   00065    0.4220   -8215.8784  0.3804 
   00066    0.4148   -8199.9613  0.3832 
   00067    0.4188   -8185.9390  0.3844 
   00068    0.4360   -8154.2824  0.3876 
   00069    0.4104   -8198.4322  0.3866 
   00070    0.4288   -8203.4019  0.3896 
   00071    0.4076   -8202.6459  0.3873 
   00072    0.4256   -8255.4972  0.3963 
   00073    0.4252   -8241.3345  0.3984 
   00074    0.4432   -8228.5760  0.3948 
   00075    0.4076   -8183.3473  0.3979 
   00076    0.3980   -8217.9978  0.3929 
   00077    0.4112   -8245.2863  0.3972 
   00078    0.4416   -8275.2809  0.4092 
   00079    0.4148   -8283.5314  0.4134 
   00080    0.4128   -8267.9822  0.4121 
   00081    0.4036   -8253.4206  0.4218 
   00082    0.4008   -8267.4170  0.4195 
   00083    0.4288   -8254.1138  0.4166 
   00084    0.4232   -8269.3820  0.4158 
   00085    0.4256   -8271.2317  0.4189 
   00086    0.4164   -8290.2150  0.4253 
   00087    0.4188   -8289.8610  0.4232 
   00088    0.4260   -8273.2761  0.4219 
   00089    0.4204   -8288.6624  0.4221 
   00090    0.4204   -8280.1218  0.4206 
   00091    0.4208   -8251.4675  0.4174 
   00092    0.4236   -8278.9743  0.4169 
   00093    0.4252   -8290.6944  0.4209 
   00094    0.4136   -8304.9391  0.4207 
   00095    0.4152   -8237.3444  0.4205 
   00096    0.4284   -8223.7035  0.4168 
   00097    0.4360   -8190.6256  0.4193 
