#=====================================================
# File created:        Wed-29-Oct-2025-at-10-06-34PM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        33.037550
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2521.6167  0.2573 
   00001    0.6828   -3727.7924  0.2713 
   00002    0.6280   -4433.9482  0.2769 
   00003    0.5932   -5023.6488  0.2786 
   00004    0.5452   -5453.2845  0.2791 
   00005    0.5348   -5821.5778  0.2958 
   00006    0.5292   -6093.6918  0.3001 
   00007    0.5172   -6337.6314  0.3070 
   00008    0.5060   -6572.6240  0.3226 
   00009    0.4848   -6719.7447  0.3256 
   00010    0.4756   -6873.2449  0.3332 
   00011    0.4780   -6934.3044  0.3376 
   00012    0.4696   -7085.5692  0.3424 
   00013    0.4892   -7143.2661  0.3431 
   00014    0.4700   -7241.3424  0.3410 
   00015    0.4476   -7323.1016  0.3450 
   00016    0.4580   -7347.1690  0.3484 
   00017    0.4556   -7366.5699  0.3548 
   00018    0.4480   -7440.5621  0.3581 
   00019    0.4432   -7503.2791  0.3560 
   00020    0.4508   -7564.4293  0.3666 
   00021    0.4344   -7567.7569  0.3706 
   00022    0.4328   -7624.3862  0.3770 
   00023    0.4440   -7665.0840  0.3847 
   00024    0.4544   -7692.8687  0.3848 
   00025    0.4452   -7726.4523  0.3861 
   00026    0.4456   -7758.9481  0.3899 
   00027    0.4344   -7760.9775  0.3909 
   00028    0.4444   -7775.4301  0.3918 
   00029    0.4364   -7760.0820  0.3970 
   00030    0.4680   -7775.5614  0.4085 
   00031    0.4520   -7801.9713  0.4067 
   00032    0.4324   -7811.9163  0.4017 
   00033    0.4384   -7839.1157  0.4053 
   00034    0.4468   -7863.6889  0.4074 
   00035    0.4284   -7911.3481  0.4039 
   00036    0.4436   -7926.9855  0.4019 
   00037    0.4304   -7962.1221  0.3996 
   00038    0.4352   -7931.9631  0.4023 
   00039    0.4276   -7944.4834  0.4062 
   00040    0.4248   -7966.2509  0.4011 
   00041    0.4228   -7983.9521  0.4031 
   00042    0.4252   -7997.2505  0.3996 
   00043    0.4264   -7992.7093  0.4002 
   00044    0.4296   -8013.1234  0.4010 
   00045    0.4272   -8004.6147  0.4046 
   00046    0.4400   -8022.1595  0.4065 
   00047    0.4312   -8009.8795  0.4008 
   00048    0.4340   -8042.5934  0.4036 
   00049    0.4132   -8026.1984  0.4084 
   00050    0.4256   -8008.2874  0.4073 
   00051    0.4076   -8044.2541  0.4081 
   00052    0.4328   -8032.9906  0.4038 
   00053    0.4184   -8037.6250  0.4062 
   00054    0.4292   -8067.2595  0.4047 
   00055    0.4040   -8090.3567  0.4015 
   00056    0.4368   -8104.0298  0.3975 
   00057    0.4380   -8130.9873  0.3919 
   00058    0.4256   -8085.4229  0.3956 
   00059    0.4328   -8113.8136  0.4009 
   00060    0.4244   -8070.7533  0.3982 
   00061    0.4312   -8051.8752  0.3932 
   00062    0.4336   -8084.1425  0.3974 
   00063    0.4372   -8102.8661  0.3918 
   00064    0.4296   -8091.3176  0.3941 
   00065    0.4128   -8115.5854  0.3896 
   00066    0.4412   -8127.7908  0.3863 
   00067    0.4288   -8157.5385  0.3908 
   00068    0.4156   -8156.1196  0.3961 
   00069    0.4124   -8147.0891  0.3920 
   00070    0.4272   -8177.7147  0.3804 
   00071    0.4084   -8188.9451  0.3866 
   00072    0.4212   -8211.0897  0.3846 
   00073    0.4180   -8207.6574  0.3832 
   00074    0.4268   -8175.9245  0.3917 
   00075    0.4092   -8214.5976  0.3939 
   00076    0.4056   -8228.5372  0.3964 
   00077    0.4268   -8232.7689  0.3947 
   00078    0.4088   -8256.1977  0.3952 
   00079    0.4244   -8245.3132  0.3965 
   00080    0.4272   -8270.8488  0.3964 
   00081    0.4152   -8300.1677  0.4010 
   00082    0.4192   -8276.1943  0.4094 
   00083    0.4160   -8236.0769  0.4125 
   00084    0.4212   -8242.5412  0.4138 
   00085    0.4172   -8254.2718  0.4102 
   00086    0.4272   -8222.4852  0.4134 
   00087    0.4364   -8250.9583  0.4116 
   00088    0.4152   -8239.8257  0.4073 
   00089    0.4292   -8208.1135  0.4111 
   00090    0.4156   -8214.5536  0.4055 
   00091    0.4244   -8209.6791  0.4153 
   00092    0.4316   -8209.0588  0.4210 
   00093    0.4292   -8206.0242  0.4269 
   00094    0.4104   -8244.2898  0.4262 
   00095    0.4420   -8266.7669  0.4293 
   00096    0.4140   -8220.2517  0.4289 
   00097    0.4156   -8239.9352  0.4345 
   00098    0.4216   -8265.7908  0.4360 
   00099    0.4112   -8296.4721  0.4403 
   00100    0.4280   -8300.3115  0.4411 
   00101    0.4264   -8310.5547  0.4449 
   00102    0.4208   -8298.2513  0.4449 
   00103    0.4288   -8313.1728  0.4482 
   00104    0.4188   -8357.6599  0.4471 
   00105    0.4136   -8340.0542  0.4414 
   00106    0.4108   -8309.9968  0.4375 
   00107    0.4232   -8298.9889  0.4400 
   00108    0.4216   -8355.0889  0.4380 
   00109    0.4000   -8345.3452  0.4387 
   00110    0.4204   -8326.1448  0.4417 
   00111    0.4200   -8286.4966  0.4476 
   00112    0.4144   -8290.2259  0.4559 
   00113    0.4128   -8325.4252  0.4600 
   00114    0.4152   -8374.0534  0.4629 
   00115    0.4148   -8390.0859  0.4574 
   00116    0.4076   -8397.2302  0.4630 
   00117    0.4144   -8377.8404  0.4660 
   00118    0.4192   -8444.5185  0.4690 
   00119    0.4112   -8413.3632  0.4661 
   00120    0.4008   -8403.9425  0.4664 
   00121    0.4136   -8372.2823  0.4690 
   00122    0.4068   -8308.0473  0.4643 
   00123    0.4084   -8310.3587  0.4650 
   00124    0.4176   -8333.6279  0.4666 
   00125    0.4380   -8311.0117  0.4648 
   00126    0.4212   -8345.3725  0.4665 
   00127    0.4112   -8354.2267  0.4696 
   00128    0.4076   -8360.2248  0.4708 
   00129    0.4244   -8340.8042  0.4767 
   00130    0.4260   -8358.7892  0.4771 
   00131    0.4388   -8369.4018  0.4706 
   00132    0.4120   -8363.4857  0.4745 
   00133    0.4088   -8368.0265  0.4726 
   00134    0.4164   -8408.3022  0.4751 
   00135    0.4108   -8375.2253  0.4840 
   00136    0.4204   -8355.3091  0.4832 
   00137    0.4156   -8344.6859  0.4803 
   00138    0.4080   -8372.2587  0.4803 
   00139    0.4080   -8363.3296  0.4822 
   00140    0.4124   -8362.3121  0.4791 
   00141    0.4172   -8308.6204  0.4813 
   00142    0.4200   -8281.9808  0.4857 
   00143    0.4296   -8369.9475  0.4854 
   00144    0.4140   -8371.2658  0.4908 
   00145    0.4028   -8346.4153  0.4818 
   00146    0.4192   -8337.0182  0.4862 
   00147    0.4204   -8321.7871  0.4885 
   00148    0.4176   -8365.8399  0.4894 
   00149    0.4296   -8374.5807  0.4920 
   00150    0.4200   -8380.7961  0.4889 
   00151    0.4244   -8384.7311  0.4891 
   00152    0.4108   -8359.1057  0.4895 
   00153    0.4152   -8337.0623  0.4954 
   00154    0.4168   -8350.7031  0.4895 
   00155    0.4148   -8369.8913  0.4927 
   00156    0.4120   -8361.0429  0.4912 
   00157    0.4140   -8331.5648  0.4974 
   00158    0.4228   -8400.0443  0.5071 
   00159    0.4232   -8382.2530  0.5113 
   00160    0.3928   -8364.2133  0.5059 
   00161    0.4204   -8368.4405  0.5022 
   00162    0.4016   -8372.0291  0.5050 
   00163    0.4252   -8364.2997  0.5139 
   00164    0.4248   -8379.1823  0.5096 
   00165    0.4148   -8383.4154  0.5107 
   00166    0.4124   -8384.1739  0.5099 
   00167    0.4124   -8390.0610  0.5160 
   00168    0.4140   -8435.2260  0.5214 
   00169    0.4228   -8463.7392  0.5281 
   00170    0.3964   -8429.3282  0.5279 
   00171    0.4064   -8412.7208  0.5251 
   00172    0.4052   -8420.6935  0.5210 
   00173    0.4136   -8442.6117  0.5238 
   00174    0.4076   -8471.1805  0.5206 
   00175    0.4188   -8466.2303  0.5162 
   00176    0.3908   -8469.9859  0.5171 
   00177    0.4044   -8478.5736  0.5158 
   00178    0.4088   -8440.9725  0.5154 
   00179    0.4228   -8440.8881  0.5232 
   00180    0.4212   -8432.7205  0.5292 
   00181    0.4132   -8403.7796  0.5273 
   00182    0.4248   -8400.5818  0.5319 
   00183    0.4204   -8394.1682  0.5269 
   00184    0.4044   -8373.2710  0.5276 
   00185    0.4192   -8408.4564  0.5342 
   00186    0.4128   -8407.5031  0.5359 
   00187    0.4248   -8379.0371  0.5219 
   00188    0.4148   -8371.8223  0.5276 
   00189    0.4164   -8412.0798  0.5330 
   00190    0.4108   -8450.6944  0.5316 
   00191    0.4328   -8514.6177  0.5369 
   00192    0.4228   -8502.2476  0.5269 
   00193    0.4104   -8522.2266  0.5264 
   00194    0.4148   -8455.7312  0.5283 
   00195    0.3944   -8504.2889  0.5287 
   00196    0.4172   -8490.2632  0.5282 
   00197    0.4208   -8460.9284  0.5290 
   00198    0.4140   -8467.8075  0.5300 
   00199    0.4068   -8443.5497  0.5301 
   00200    0.4128   -8470.7664  0.5361 
   00201    0.3992   -8454.3441  0.5328 
   00202    0.4052   -8497.2210  0.5304 
   00203    0.3956   -8507.3645  0.5337 
   00204    0.4112   -8484.9116  0.5277 
   00205    0.4084   -8495.7723  0.5363 
   00206    0.4172   -8495.1680  0.5372 
   00207    0.4224   -8522.0542  0.5372 
   00208    0.4028   -8521.0850  0.5466 
   00209    0.4184   -8468.7573  0.5374 
   00210    0.4160   -8422.8911  0.5409 
   00211    0.4140   -8480.6422  0.5430 
   00212    0.4024   -8443.8071  0.5482 
   00213    0.4088   -8457.8621  0.5501 
   00214    0.4216   -8455.3050  0.5509 
   00215    0.4256   -8429.8216  0.5450 
   00216    0.4184   -8453.6351  0.5447 
   00217    0.4208   -8401.0203  0.5429 
   00218    0.4264   -8408.7965  0.5393 
   00219    0.4180   -8429.8000  0.5387 
   00220    0.4188   -8475.5449  0.5446 
   00221    0.4232   -8441.5234  0.5395 
   00222    0.4176   -8411.1888  0.5337 
   00223    0.4028   -8414.9065  0.5365 
   00224    0.4320   -8402.9369  0.5373 
   00225    0.4052   -8412.8774  0.5395 
   00226    0.4220   -8421.3536  0.5425 
   00227    0.4172   -8482.5864  0.5444 
   00228    0.4152   -8495.7613  0.5443 
   00229    0.4108   -8485.1180  0.5465 
   00230    0.4196   -8509.8033  0.5544 
