#=====================================================
# File created:        Wed-29-Oct-2025-at-10-10-23PM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        32.202747
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2517.2057  0.2608 
   00001    0.6756   -3673.8621  0.2589 
   00002    0.6152   -4405.6806  0.2683 
   00003    0.5944   -4953.7065  0.2769 
   00004    0.5732   -5398.3134  0.2774 
   00005    0.5408   -5797.4543  0.2786 
   00006    0.5196   -6083.0046  0.2862 
   00007    0.5152   -6306.3597  0.2947 
   00008    0.5028   -6484.5261  0.3015 
   00009    0.4920   -6619.2196  0.3047 
   00010    0.5048   -6780.4581  0.3067 
   00011    0.4672   -6954.3955  0.3065 
   00012    0.4708   -6991.7534  0.3242 
   00013    0.4624   -7089.2377  0.3290 
   00014    0.4556   -7175.9458  0.3303 
   00015    0.4616   -7205.8994  0.3236 
   00016    0.4708   -7336.2818  0.3238 
   00017    0.4784   -7397.5203  0.3248 
   00018    0.4724   -7413.1870  0.3223 
   00019    0.4548   -7471.1961  0.3297 
   00020    0.4544   -7499.9194  0.3234 
   00021    0.4592   -7519.6603  0.3362 
   00022    0.4584   -7610.2264  0.3447 
   00023    0.4500   -7642.9188  0.3543 
   00024    0.4248   -7706.1554  0.3567 
   00025    0.4388   -7690.4079  0.3525 
   00026    0.4424   -7753.1237  0.3523 
   00027    0.4484   -7790.7882  0.3517 
   00028    0.4544   -7792.5111  0.3532 
   00029    0.4436   -7821.1009  0.3534 
   00030    0.4332   -7840.2142  0.3562 
   00031    0.4260   -7883.7294  0.3625 
   00032    0.4280   -7867.3362  0.3643 
   00033    0.4388   -7896.4464  0.3635 
   00034    0.4288   -7935.2659  0.3721 
   00035    0.4124   -7932.2670  0.3730 
   00036    0.4248   -7986.1297  0.3685 
   00037    0.4228   -8000.3429  0.3631 
   00038    0.4296   -8027.4850  0.3585 
   00039    0.4212   -8034.7799  0.3569 
   00040    0.4220   -8038.4833  0.3666 
   00041    0.4360   -8080.2345  0.3707 
   00042    0.4328   -8054.2574  0.3651 
   00043    0.4152   -8092.8400  0.3699 
   00044    0.4192   -8078.5379  0.3723 
   00045    0.4436   -8099.9648  0.3748 
   00046    0.4236   -8167.5671  0.3786 
   00047    0.4228   -8156.8725  0.3789 
   00048    0.4472   -8171.9211  0.3776 
   00049    0.4268   -8215.8354  0.3835 
   00050    0.4220   -8188.1055  0.3824 
   00051    0.4212   -8143.0284  0.3781 
   00052    0.4284   -8137.6202  0.3736 
   00053    0.4028   -8133.2351  0.3706 
   00054    0.4104   -8142.6135  0.3744 
   00055    0.4320   -8152.2391  0.3794 
   00056    0.4364   -8101.3723  0.3736 
   00057    0.4600   -8079.7763  0.3819 
   00058    0.4360   -8096.9904  0.3814 
   00059    0.4320   -8137.5026  0.3764 
   00060    0.4224   -8113.6340  0.3815 
   00061    0.4332   -8173.0990  0.3897 
   00062    0.4252   -8192.6040  0.3873 
   00063    0.4308   -8179.2974  0.3868 
   00064    0.4248   -8194.8313  0.3870 
   00065    0.4180   -8212.2210  0.3877 
   00066    0.4180   -8213.4230  0.3892 
   00067    0.4232   -8242.3822  0.3957 
   00068    0.4268   -8236.5640  0.3960 
   00069    0.4244   -8182.0284  0.3958 
   00070    0.4048   -8212.6303  0.4040 
   00071    0.4228   -8205.5616  0.4026 
   00072    0.4264   -8232.1141  0.4036 
   00073    0.4264   -8225.8762  0.4036 
   00074    0.4244   -8237.7476  0.4034 
   00075    0.4452   -8262.9357  0.4067 
   00076    0.4416   -8260.4978  0.4081 
   00077    0.4128   -8209.1490  0.4032 
   00078    0.4280   -8261.1542  0.4065 
   00079    0.4232   -8301.5891  0.4097 
   00080    0.4348   -8256.7281  0.4156 
   00081    0.4252   -8241.8888  0.4202 
   00082    0.4092   -8293.2084  0.4306 
   00083    0.4044   -8314.4918  0.4260 
   00084    0.4180   -8303.4090  0.4222 
   00085    0.4180   -8329.1286  0.4192 
   00086    0.4076   -8289.9022  0.4214 
   00087    0.4168   -8310.5473  0.4173 
   00088    0.3964   -8277.6925  0.4097 
   00089    0.4228   -8339.7575  0.4171 
   00090    0.4260   -8344.7225  0.4251 
   00091    0.4228   -8356.5618  0.4251 
   00092    0.4220   -8389.9575  0.4279 
   00093    0.4072   -8382.8694  0.4322 
   00094    0.3996   -8314.5992  0.4340 
   00095    0.4028   -8341.1141  0.4316 
   00096    0.4300   -8339.3713  0.4305 
   00097    0.4224   -8335.7889  0.4324 
   00098    0.4172   -8325.8132  0.4276 
   00099    0.4248   -8276.6985  0.4231 
   00100    0.4236   -8267.1840  0.4240 
   00101    0.4080   -8309.0437  0.4259 
   00102    0.4232   -8325.8403  0.4301 
   00103    0.3896   -8283.4047  0.4322 
   00104    0.4204   -8316.3317  0.4318 
   00105    0.4124   -8343.5077  0.4317 
   00106    0.4220   -8367.4204  0.4302 
   00107    0.4108   -8348.9114  0.4331 
   00108    0.4204   -8304.7646  0.4304 
   00109    0.4176   -8357.9486  0.4283 
   00110    0.4120   -8353.3960  0.4243 
   00111    0.4036   -8360.1173  0.4229 
   00112    0.4176   -8347.9344  0.4196 
   00113    0.3916   -8332.7232  0.4265 
   00114    0.4084   -8305.2314  0.4268 
   00115    0.4268   -8338.3469  0.4245 
   00116    0.4156   -8332.2245  0.4312 
   00117    0.4292   -8345.9151  0.4372 
   00118    0.4132   -8346.9654  0.4345 
   00119    0.3924   -8356.7945  0.4350 
   00120    0.4208   -8379.8490  0.4448 
   00121    0.4156   -8408.3682  0.4449 
   00122    0.4096   -8415.8336  0.4444 
   00123    0.4308   -8426.5225  0.4515 
   00124    0.4260   -8457.7574  0.4524 
   00125    0.4128   -8414.7644  0.4531 
   00126    0.4376   -8433.8295  0.4513 
   00127    0.4100   -8426.2494  0.4499 
