temperature,order
0.05,0.987
0.10344827586206898,0.971
0.15689655172413794,0.960
0.21034482758620693,0.936
0.2637931034482759,0.931
0.31724137931034485,0.922
0.3706896551724138,0.859
0.4241379310344828,0.882
0.47758620689655173,0.885
0.5310344827586208,0.874
0.5844827586206898,0.796
0.6379310344827587,0.787
0.6913793103448277,0.759
0.7448275862068966,0.749
0.7982758620689656,0.698
0.8517241379310345,0.448
0.9051724137931035,0.360
0.9586206896551726,0.439
1.0120689655172415,0.290
1.0655172413793104,0.371
1.1189655172413795,0.319
1.1724137931034484,0.274
1.2258620689655173,0.334
1.2793103448275862,0.334
1.3327586206896553,0.412
1.3862068965517242,0.282
1.4396551724137931,0.358
1.4931034482758623,0.300
1.5465517241379312,0.268
1.6,0.349
0.05,0.990
0.10344827586206898,0.968
0.15689655172413794,0.963
0.21034482758620693,0.949
0.2637931034482759,0.935
0.31724137931034485,0.918
0.3706896551724138,0.903
0.4241379310344828,0.883
0.47758620689655173,0.830
0.5310344827586208,0.865
0.5844827586206898,0.796
0.6379310344827587,0.816
0.6913793103448277,0.794
0.7448275862068966,0.808
0.7982758620689656,0.734
0.8517241379310345,0.664
0.9051724137931035,0.580
0.9586206896551726,0.601
1.0120689655172415,0.267
1.0655172413793104,0.348
1.1189655172413795,0.308
1.1724137931034484,0.305
1.2258620689655173,0.395
1.2793103448275862,0.391
1.3327586206896553,0.327
1.3862068965517242,0.283
1.4396551724137931,0.360
1.4931034482758623,0.297
1.5465517241379312,0.323
1.6,0.301
0.05,0.986
0.10344827586206898,0.977
0.15689655172413794,0.966
0.21034482758620693,0.943
0.2637931034482759,0.940
0.31724137931034485,0.893
0.3706896551724138,0.898
0.4241379310344828,0.876
0.47758620689655173,0.888
0.5310344827586208,0.860
0.5844827586206898,0.841
0.6379310344827587,0.827
0.6913793103448277,0.787
0.7448275862068966,0.710
0.7982758620689656,0.502
0.8517241379310345,0.467
0.9051724137931035,0.411
0.9586206896551726,0.365
1.0120689655172415,0.291
1.0655172413793104,0.336
1.1189655172413795,0.371
1.1724137931034484,0.320
1.2258620689655173,0.361
1.2793103448275862,0.319
1.3327586206896553,0.369
1.3862068965517242,0.302
1.4396551724137931,0.351
1.4931034482758623,0.267
1.5465517241379312,0.281
1.6,0.294
0.05,0.987
0.10344827586206898,0.972
0.15689655172413794,0.959
0.21034482758620693,0.952
0.2637931034482759,0.932
0.31724137931034485,0.899
0.3706896551724138,0.898
0.4241379310344828,0.887
0.47758620689655173,0.803
0.5310344827586208,0.842
0.5844827586206898,0.837
0.6379310344827587,0.798
0.6913793103448277,0.764
0.7448275862068966,0.749
0.7982758620689656,0.681
0.8517241379310345,0.545
0.9051724137931035,0.493
0.9586206896551726,0.346
1.0120689655172415,0.337
1.0655172413793104,0.302
1.1189655172413795,0.435
1.1724137931034484,0.283
1.2258620689655173,0.310
1.2793103448275862,0.328
1.3327586206896553,0.300
1.3862068965517242,0.347
1.4396551724137931,0.293
1.4931034482758623,0.308
1.5465517241379312,0.303
1.6,0.291
0.05,0.988
0.10344827586206898,0.973
0.15689655172413794,0.950
0.21034482758620693,0.940
0.2637931034482759,0.921
0.31724137931034485,0.922
0.3706896551724138,0.897
0.4241379310344828,0.891
0.47758620689655173,0.889
0.5310344827586208,0.835
0.5844827586206898,0.754
0.6379310344827587,0.781
0.6913793103448277,0.833
0.7448275862068966,0.755
0.7982758620689656,0.743
0.8517241379310345,0.458
0.9051724137931035,0.428
0.9586206896551726,0.510
1.0120689655172415,0.311
1.0655172413793104,0.310
1.1189655172413795,0.356
1.1724137931034484,0.408
1.2258620689655173,0.323
1.2793103448275862,0.262
1.3327586206896553,0.331
1.3862068965517242,0.329
1.4396551724137931,0.280
1.4931034482758623,0.333
1.5465517241379312,0.296
1.6,0.338
0.05,0.986
0.10344827586206898,0.971
0.15689655172413794,0.961
0.21034482758620693,0.963
0.2637931034482759,0.938
0.31724137931034485,0.906
0.3706896551724138,0.896
0.4241379310344828,0.874
0.47758620689655173,0.530
0.5310344827586208,0.833
0.5844827586206898,0.808
0.6379310344827587,0.791
0.6913793103448277,0.759
0.7448275862068966,0.755
0.7982758620689656,0.760
0.8517241379310345,0.574
0.9051724137931035,0.427
0.9586206896551726,0.438
1.0120689655172415,0.489
1.0655172413793104,0.324
1.1189655172413795,0.304
1.1724137931034484,0.302
1.2258620689655173,0.295
1.2793103448275862,0.276
1.3327586206896553,0.255
1.3862068965517242,0.305
1.4396551724137931,0.290
1.4931034482758623,0.304
1.5465517241379312,0.335
1.6,0.353
0.05,0.988
0.10344827586206898,0.972
0.15689655172413794,0.959
0.21034482758620693,0.947
0.2637931034482759,0.920
0.31724137931034485,0.897
0.3706896551724138,0.914
0.4241379310344828,0.885
0.47758620689655173,0.833
0.5310344827586208,0.818
0.5844827586206898,0.830
0.6379310344827587,0.794
0.6913793103448277,0.731
0.7448275862068966,0.756
0.7982758620689656,0.685
0.8517241379310345,0.687
0.9051724137931035,0.552
0.9586206896551726,0.488
1.0120689655172415,0.325
1.0655172413793104,0.427
1.1189655172413795,0.286
1.1724137931034484,0.307
1.2258620689655173,0.333
1.2793103448275862,0.343
1.3327586206896553,0.278
1.3862068965517242,0.349
1.4396551724137931,0.271
1.4931034482758623,0.342
1.5465517241379312,0.378
1.6,0.301
0.05,0.986
0.10344827586206898,0.979
0.15689655172413794,0.952
0.21034482758620693,0.948
0.2637931034482759,0.918
0.31724137931034485,0.918
0.3706896551724138,0.855
0.4241379310344828,0.883
0.47758620689655173,0.796
0.5310344827586208,0.854
0.5844827586206898,0.798
0.6379310344827587,0.795
0.6913793103448277,0.751
0.7448275862068966,0.693
0.7982758620689656,0.633
0.8517241379310345,0.507
0.9051724137931035,0.419
0.9586206896551726,0.506
1.0120689655172415,0.378
1.0655172413793104,0.327
