#=====================================================
# File created:        Wed-29-Oct-2025-at-10-51-07PM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        0.347728
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2354.4595  0.2748 
   00001    0.6836   -3631.7942  0.2698 
   00002    0.6156   -4501.1173  0.2602 
   00003    0.5904   -5172.2904  0.2733 
   00004    0.5600   -5524.3202  0.2792 
   00005    0.5364   -5819.6573  0.2966 
   00006    0.5228   -6087.2850  0.3005 
   00007    0.5152   -6330.5330  0.3118 
   00008    0.4860   -6543.3103  0.3176 
   00009    0.4900   -6699.1821  0.3222 
   00010    0.4960   -6843.7858  0.3235 
   00011    0.4836   -6940.8962  0.3238 
   00012    0.4912   -7048.2806  0.3171 
   00013    0.4528   -7094.7359  0.3250 
   00014    0.4800   -7201.6974  0.3240 
   00015    0.4664   -7302.3529  0.3370 
   00016    0.4252   -7362.7340  0.3388 
   00017    0.4724   -7437.5637  0.3456 
   00018    0.4580   -7467.4874  0.3512 
   00019    0.4524   -7521.2971  0.3551 
   00020    0.4560   -7592.9415  0.3630 
   00021    0.4400   -7586.8282  0.3658 
   00022    0.4464   -7663.6011  0.3750 
   00023    0.4332   -7692.3494  0.3776 
   00024    0.4484   -7681.5607  0.3787 
   00025    0.4524   -7732.9799  0.3773 
   00026    0.4380   -7771.7152  0.3795 
   00027    0.4304   -7807.0009  0.3796 
   00028    0.4292   -7851.2676  0.3817 
   00029    0.4156   -7861.4713  0.3840 
   00030    0.4284   -7866.1691  0.3866 
   00031    0.4480   -7848.1190  0.3930 
   00032    0.4508   -7841.9801  0.3821 
   00033    0.4484   -7847.1221  0.3846 
   00034    0.4416   -7901.7563  0.3799 
   00035    0.4388   -7900.5782  0.3866 
   00036    0.4304   -7858.6248  0.3882 
   00037    0.4288   -7872.7707  0.3873 
   00038    0.4460   -7971.0434  0.3903 
   00039    0.4404   -7982.0056  0.3838 
   00040    0.4360   -7973.4002  0.3851 
   00041    0.4292   -7942.5413  0.3881 
   00042    0.4292   -7971.8859  0.3936 
   00043    0.4288   -8056.6910  0.3890 
   00044    0.4348   -8037.7357  0.3888 
   00045    0.4400   -8061.6328  0.3900 
   00046    0.4400   -8075.3593  0.3942 
   00047    0.4184   -8057.7617  0.3913 
   00048    0.4288   -8075.9393  0.3996 
   00049    0.4308   -8110.9094  0.4000 
   00050    0.4260   -8056.3961  0.3975 
   00051    0.4308   -8114.0774  0.3963 
   00052    0.4280   -8116.5309  0.3922 
   00053    0.4220   -8134.7682  0.3873 
   00054    0.4100   -8117.7126  0.3858 
   00055    0.4216   -8171.5414  0.3872 
   00056    0.4072   -8155.0779  0.3935 
   00057    0.4256   -8207.6274  0.3959 
   00058    0.4132   -8203.6684  0.3979 
   00059    0.4316   -8216.7425  0.3968 
   00060    0.4064   -8213.6594  0.4013 
   00061    0.4188   -8167.6751  0.4015 
   00062    0.4244   -8170.3452  0.4048 
   00063    0.4072   -8143.5843  0.4028 
   00064    0.4324   -8189.5184  0.3972 
   00065    0.4144   -8133.3838  0.3949 
   00066    0.4292   -8171.3447  0.3992 
   00067    0.4108   -8175.8702  0.4031 
   00068    0.4000   -8177.7893  0.4057 
   00069    0.4128   -8224.0993  0.4145 
   00070    0.4296   -8186.8216  0.4125 
   00071    0.4152   -8190.1162  0.4147 
   00072    0.4228   -8191.0584  0.4168 
   00073    0.4228   -8202.5479  0.4208 
   00074    0.4312   -8187.2506  0.4200 
   00075    0.4148   -8198.0235  0.4209 
   00076    0.4440   -8235.0951  0.4292 
   00077    0.4140   -8225.6889  0.4288 
   00078    0.4296   -8207.4661  0.4297 
   00079    0.4056   -8224.7998  0.4274 
   00080    0.4320   -8237.8419  0.4246 
   00081    0.4024   -8261.9674  0.4258 
   00082    0.4244   -8258.4313  0.4324 
   00083    0.4280   -8253.1736  0.4342 
   00084    0.4236   -8227.0121  0.4398 
   00085    0.4148   -8200.0109  0.4421 
   00086    0.4300   -8242.4045  0.4369 
   00087    0.4196   -8278.2027  0.4372 
   00088    0.4236   -8312.0426  0.4404 
   00089    0.4056   -8315.6848  0.4434 
   00090    0.4328   -8331.8869  0.4480 
   00091    0.4124   -8328.4527  0.4467 
   00092    0.4180   -8293.2467  0.4463 
   00093    0.4284   -8281.4131  0.4492 
   00094    0.4188   -8255.5585  0.4581 
   00095    0.4320   -8282.7104  0.4663 
   00096    0.4032   -8277.6801  0.4666 
   00097    0.4340   -8304.3521  0.4663 
   00098    0.4156   -8298.5665  0.4688 
   00099    0.3972   -8291.8293  0.4614 
   00100    0.4236   -8250.4417  0.4644 
   00101    0.4284   -8262.9288  0.4638 
   00102    0.4280   -8247.9382  0.4608 
   00103    0.4240   -8272.9337  0.4613 
   00104    0.4108   -8285.4639  0.4643 
   00105    0.4204   -8301.3000  0.4685 
   00106    0.4052   -8297.1128  0.4657 
   00107    0.4200   -8312.9647  0.4659 
   00108    0.4160   -8291.9234  0.4641 
   00109    0.4244   -8266.8069  0.4712 
   00110    0.4128   -8251.5227  0.4776 
   00111    0.4200   -8346.3387  0.4798 
   00112    0.4136   -8374.8097  0.4811 
   00113    0.4012   -8389.0083  0.4844 
   00114    0.4240   -8358.6819  0.4809 
   00115    0.4256   -8324.2200  0.4810 
   00116    0.4172   -8271.3462  0.4756 
   00117    0.4220   -8266.9637  0.4801 
   00118    0.4080   -8234.8665  0.4811 
   00119    0.4320   -8223.1504  0.4802 
   00120    0.4156   -8264.6983  0.4789 
