#=====================================================
# File created:        Wed-29-Oct-2025-at-10-15-55PM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        32.866087
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2423.3365  0.2713 
   00001    0.6904   -3574.0731  0.2688 
   00002    0.6468   -4402.4718  0.2528 
   00003    0.5784   -5010.7445  0.2601 
   00004    0.5744   -5498.1804  0.2693 
   00005    0.5404   -5774.7670  0.2705 
   00006    0.5208   -6047.4093  0.2736 
   00007    0.5160   -6317.0114  0.2786 
   00008    0.4968   -6526.1372  0.2691 
   00009    0.5012   -6708.0916  0.2660 
   00010    0.4800   -6899.2039  0.2700 
   00011    0.4784   -7032.1898  0.2826 
   00012    0.4632   -7162.0258  0.2722 
   00013    0.4576   -7283.4044  0.2787 
   00014    0.4516   -7354.5628  0.2742 
   00015    0.4480   -7426.2946  0.2776 
   00016    0.4760   -7461.2763  0.2760 
   00017    0.4492   -7509.3477  0.2760 
   00018    0.4480   -7553.1474  0.2828 
   00019    0.4372   -7620.2431  0.2731 
   00020    0.4496   -7678.1950  0.2831 
   00021    0.4512   -7743.9077  0.2875 
   00022    0.4432   -7787.4516  0.2908 
   00023    0.4220   -7775.2155  0.2901 
   00024    0.4676   -7775.6124  0.2912 
   00025    0.4392   -7815.3673  0.2934 
   00026    0.4396   -7832.8127  0.2910 
   00027    0.4456   -7876.5936  0.2892 
   00028    0.4300   -7865.0400  0.2850 
   00029    0.4296   -7851.9921  0.2792 
   00030    0.4568   -7913.6404  0.2926 
   00031    0.4308   -7927.4522  0.2955 
   00032    0.4280   -7922.1693  0.2980 
   00033    0.4304   -7925.7164  0.2945 
   00034    0.4136   -7920.7674  0.2995 
   00035    0.4440   -7919.1733  0.2915 
   00036    0.4344   -7873.1999  0.2844 
   00037    0.4316   -7925.0974  0.2892 
   00038    0.4376   -8000.6383  0.2807 
   00039    0.4252   -7963.7092  0.2750 
   00040    0.4400   -7990.6474  0.2687 
   00041    0.4164   -8008.2612  0.2667 
   00042    0.4164   -7990.2424  0.2751 
   00043    0.4220   -8054.5010  0.2733 
