#=====================================================
# File created:        Wed-29-Oct-2025-at-10-12-01PM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        32.526172
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2530.5154  0.2637 
   00001    0.6816   -3816.4274  0.2775 
   00002    0.6184   -4612.2875  0.3007 
   00003    0.5644   -5169.5677  0.3091 
   00004    0.5568   -5667.9613  0.3188 
   00005    0.5352   -5972.2017  0.3254 
   00006    0.5044   -6261.2982  0.3287 
   00007    0.4892   -6427.7604  0.3299 
   00008    0.4776   -6610.5564  0.3276 
   00009    0.4984   -6768.3356  0.3296 
   00010    0.4684   -6899.1709  0.3262 
   00011    0.4628   -7037.0650  0.3294 
   00012    0.4700   -7165.3191  0.3312 
   00013    0.4700   -7188.3440  0.3305 
   00014    0.4516   -7303.2546  0.3309 
   00015    0.4616   -7354.2513  0.3352 
   00016    0.4660   -7419.1838  0.3325 
   00017    0.4680   -7556.3876  0.3353 
   00018    0.4440   -7632.4851  0.3376 
   00019    0.4364   -7658.9185  0.3428 
   00020    0.4508   -7710.0338  0.3403 
   00021    0.4560   -7716.7621  0.3425 
   00022    0.4368   -7773.2768  0.3502 
   00023    0.4468   -7762.1596  0.3544 
   00024    0.4348   -7793.7838  0.3507 
   00025    0.4288   -7782.9854  0.3534 
   00026    0.4528   -7794.9602  0.3512 
   00027    0.4320   -7791.3426  0.3532 
   00028    0.4576   -7844.7127  0.3543 
   00029    0.4420   -7905.4241  0.3585 
   00030    0.4396   -7929.4955  0.3512 
   00031    0.4324   -7965.4798  0.3527 
   00032    0.4164   -8003.7028  0.3592 
   00033    0.4252   -8021.3547  0.3557 
   00034    0.4232   -8042.9814  0.3490 
   00035    0.4476   -8047.9839  0.3442 
   00036    0.4228   -8100.8213  0.3471 
   00037    0.4452   -8116.2292  0.3499 
   00038    0.4452   -8109.6266  0.3473 
   00039    0.4232   -8168.5951  0.3480 
   00040    0.4260   -8116.7589  0.3521 
   00041    0.4324   -8123.3191  0.3519 
   00042    0.4208   -8149.4437  0.3560 
   00043    0.4252   -8113.9283  0.3562 
   00044    0.4440   -8111.3760  0.3596 
   00045    0.4348   -8110.1275  0.3585 
   00046    0.4152   -8113.2102  0.3560 
   00047    0.4296   -8101.8159  0.3554 
   00048    0.4116   -8120.0933  0.3549 
   00049    0.4228   -8095.2076  0.3574 
   00050    0.4288   -8183.3409  0.3607 
   00051    0.4324   -8169.9482  0.3544 
   00052    0.4180   -8211.7227  0.3547 
   00053    0.4308   -8213.7250  0.3533 
   00054    0.4332   -8205.9322  0.3537 
   00055    0.4256   -8219.7121  0.3504 
   00056    0.4256   -8193.6586  0.3513 
   00057    0.4216   -8224.9973  0.3496 
   00058    0.3920   -8236.0918  0.3449 
   00059    0.4304   -8247.5336  0.3431 
   00060    0.4212   -8265.1919  0.3448 
   00061    0.4116   -8288.4309  0.3421 
   00062    0.4156   -8223.5007  0.3428 
   00063    0.4416   -8227.5218  0.3429 
   00064    0.4200   -8198.3394  0.3418 
   00065    0.4116   -8238.9207  0.3445 
   00066    0.4260   -8243.5399  0.3538 
   00067    0.4176   -8221.5717  0.3585 
   00068    0.4276   -8268.1368  0.3605 
   00069    0.4236   -8285.0307  0.3634 
   00070    0.4164   -8214.3963  0.3583 
   00071    0.4076   -8185.8331  0.3579 
   00072    0.4268   -8181.1945  0.3579 
   00073    0.4392   -8200.6178  0.3592 
   00074    0.4192   -8236.3761  0.3661 
   00075    0.4212   -8233.2621  0.3621 
   00076    0.4244   -8204.7260  0.3619 
   00077    0.4188   -8221.2837  0.3596 
   00078    0.4228   -8225.5437  0.3672 
   00079    0.4012   -8252.6792  0.3680 
   00080    0.4092   -8267.5683  0.3675 
   00081    0.4168   -8295.7169  0.3682 
   00082    0.4196   -8286.3916  0.3665 
   00083    0.4132   -8291.8055  0.3693 
   00084    0.4284   -8223.3580  0.3712 
   00085    0.4180   -8294.0253  0.3743 
   00086    0.4156   -8297.1855  0.3696 
   00087    0.4068   -8312.8086  0.3670 
   00088    0.4120   -8281.0098  0.3686 
   00089    0.4432   -8279.2434  0.3695 
   00090    0.4084   -8308.1346  0.3721 
   00091    0.4024   -8325.0294  0.3752 
   00092    0.4248   -8343.5304  0.3722 
   00093    0.4144   -8366.9872  0.3759 
   00094    0.4464   -8393.3191  0.3666 
   00095    0.4224   -8351.4320  0.3649 
   00096    0.4224   -8325.2732  0.3672 
   00097    0.4236   -8307.5677  0.3719 
   00098    0.4212   -8285.5393  0.3710 
   00099    0.4176   -8343.9335  0.3653 
   00100    0.4140   -8334.4738  0.3692 
   00101    0.4240   -8322.0900  0.3660 
   00102    0.4080   -8350.1530  0.3671 
   00103    0.4112   -8356.0328  0.3704 
   00104    0.4124   -8343.8198  0.3719 
   00105    0.4216   -8315.7511  0.3682 
   00106    0.4276   -8326.0081  0.3662 
   00107    0.4040   -8282.3711  0.3560 
   00108    0.4280   -8292.7121  0.3582 
   00109    0.4172   -8319.9878  0.3602 
   00110    0.4116   -8308.2853  0.3642 
   00111    0.4128   -8309.3379  0.3642 
   00112    0.4216   -8298.8165  0.3604 
   00113    0.4288   -8279.9528  0.3640 
   00114    0.4376   -8312.2778  0.3600 
   00115    0.4196   -8297.5561  0.3560 
   00116    0.4140   -8382.7950  0.3626 
   00117    0.3980   -8364.9506  0.3623 
   00118    0.4060   -8359.6797  0.3622 
   00119    0.4228   -8363.0518  0.3666 
   00120    0.4260   -8271.2812  0.3695 
   00121    0.4096   -8315.3062  0.3736 
   00122    0.4244   -8329.9348  0.3711 
   00123    0.4340   -8297.4271  0.3714 
   00124    0.4196   -8312.3177  0.3774 
   00125    0.4236   -8328.4660  0.3779 
   00126    0.4384   -8305.6175  0.3742 
   00127    0.4064   -8344.4306  0.3708 
   00128    0.4196   -8319.1405  0.3712 
   00129    0.4084   -8314.4396  0.3718 
   00130    0.4196   -8280.4383  0.3667 
   00131    0.4296   -8331.0395  0.3658 
