#=====================================================
# File created:        Wed-29-Oct-2025-at-10-10-55PM
# Size of lattice:     50x50
# Number of MC steps:  1000
# Reduced temperature: 0.500
# Run time (s):        32.134237
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2465.6023  0.2653 
   00001    0.6832   -3629.7334  0.2784 
   00002    0.6184   -4406.4260  0.2910 
   00003    0.5884   -5006.3301  0.2995 
   00004    0.5532   -5459.7504  0.3092 
   00005    0.5404   -5806.2011  0.3030 
   00006    0.5328   -6131.6294  0.3040 
   00007    0.5096   -6386.5965  0.3073 
   00008    0.5132   -6600.7063  0.3109 
   00009    0.4972   -6765.1331  0.3151 
   00010    0.4632   -6907.6242  0.3099 
   00011    0.4672   -7024.6040  0.3151 
   00012    0.4496   -7139.8200  0.3157 
   00013    0.4668   -7238.1411  0.3103 
   00014    0.4620   -7273.1334  0.3055 
   00015    0.4548   -7329.4348  0.3110 
   00016    0.4568   -7397.0876  0.3157 
   00017    0.4416   -7466.1261  0.3154 
   00018    0.4484   -7536.9606  0.3117 
   00019    0.4440   -7529.5326  0.3216 
   00020    0.4428   -7573.8473  0.3191 
   00021    0.4488   -7586.7570  0.3141 
   00022    0.4500   -7591.4073  0.3150 
   00023    0.4564   -7626.6040  0.3243 
   00024    0.4420   -7646.9199  0.3249 
   00025    0.4512   -7716.5086  0.3182 
   00026    0.4412   -7731.6731  0.3206 
   00027    0.4384   -7714.1072  0.3201 
   00028    0.4512   -7781.5408  0.3179 
   00029    0.4560   -7724.6361  0.3188 
   00030    0.4356   -7722.6089  0.3114 
   00031    0.4604   -7803.2368  0.3075 
   00032    0.4452   -7818.1575  0.3129 
   00033    0.4224   -7832.7284  0.3125 
   00034    0.4180   -7886.0684  0.3066 
   00035    0.4248   -7875.7949  0.3075 
   00036    0.4408   -7888.9219  0.3075 
   00037    0.4284   -7905.8261  0.3066 
   00038    0.4372   -7878.7914  0.3026 
   00039    0.4436   -7949.3687  0.2975 
   00040    0.4264   -7984.6177  0.2934 
   00041    0.4328   -8005.3729  0.2988 
   00042    0.4336   -8023.6526  0.3057 
   00043    0.4056   -8012.4237  0.3035 
   00044    0.4388   -7986.3458  0.3088 
   00045    0.4312   -7937.8177  0.3156 
   00046    0.4340   -7945.2215  0.3183 
   00047    0.4236   -7992.9774  0.3201 
   00048    0.4252   -8037.9927  0.3211 
   00049    0.4324   -8060.4097  0.3134 
   00050    0.4360   -8028.2426  0.3153 
   00051    0.4424   -8004.4433  0.3164 
   00052    0.4256   -8020.3724  0.3084 
   00053    0.4292   -8017.3320  0.3043 
   00054    0.4188   -8066.0945  0.3084 
   00055    0.4280   -8090.9293  0.3062 
   00056    0.4172   -8070.8658  0.3045 
   00057    0.4304   -8119.4896  0.3006 
   00058    0.4164   -8131.3419  0.3069 
   00059    0.4300   -8152.1597  0.3136 
   00060    0.4100   -8197.2852  0.3174 
   00061    0.4308   -8169.7552  0.3222 
   00062    0.4300   -8174.2258  0.3236 
   00063    0.4268   -8190.8509  0.3216 
   00064    0.4380   -8165.6119  0.3225 
   00065    0.4156   -8163.9908  0.3215 
   00066    0.4224   -8176.7336  0.3250 
   00067    0.4384   -8175.7669  0.3182 
   00068    0.4300   -8170.9652  0.3197 
   00069    0.4252   -8163.8235  0.3171 
   00070    0.4160   -8201.6208  0.3190 
   00071    0.4448   -8148.3825  0.3215 
   00072    0.4128   -8176.1636  0.3244 
   00073    0.4352   -8225.9722  0.3285 
   00074    0.4372   -8246.2716  0.3320 
   00075    0.4240   -8227.7432  0.3340 
   00076    0.4060   -8268.6607  0.3316 
   00077    0.4304   -8267.2490  0.3353 
   00078    0.4252   -8278.4654  0.3338 
   00079    0.4148   -8274.0574  0.3354 
   00080    0.4076   -8229.8809  0.3414 
   00081    0.4176   -8288.4111  0.3518 
   00082    0.4256   -8278.3122  0.3499 
   00083    0.4204   -8301.9167  0.3451 
   00084    0.4128   -8302.2664  0.3417 
   00085    0.4204   -8309.7318  0.3488 
   00086    0.4184   -8286.8026  0.3453 
   00087    0.4300   -8315.8291  0.3518 
   00088    0.4040   -8296.1726  0.3529 
   00089    0.4116   -8310.4015  0.3482 
   00090    0.4356   -8272.1054  0.3492 
   00091    0.4280   -8234.6709  0.3539 
   00092    0.4256   -8215.4996  0.3555 
   00093    0.4140   -8193.3176  0.3591 
   00094    0.4220   -8212.0507  0.3590 
   00095    0.4220   -8240.0781  0.3624 
   00096    0.4260   -8200.9760  0.3682 
   00097    0.4256   -8198.5671  0.3597 
   00098    0.4324   -8168.7765  0.3553 
   00099    0.4176   -8163.4347  0.3493 
   00100    0.4360   -8171.4554  0.3478 
   00101    0.4312   -8222.5685  0.3505 
   00102    0.4268   -8188.6821  0.3530 
   00103    0.4492   -8190.9447  0.3589 
   00104    0.4232   -8229.5736  0.3646 
   00105    0.4212   -8216.2100  0.3635 
   00106    0.4376   -8271.6679  0.3643 
   00107    0.4240   -8311.1034  0.3612 
   00108    0.4180   -8339.4749  0.3656 
   00109    0.4344   -8365.9299  0.3706 
   00110    0.4172   -8339.4852  0.3709 
   00111    0.4232   -8325.7573  0.3692 
   00112    0.4320   -8317.5902  0.3759 
   00113    0.4296   -8284.6428  0.3770 
   00114    0.4096   -8305.8248  0.3701 
   00115    0.3972   -8306.5506  0.3619 
   00116    0.4316   -8289.3568  0.3580 
   00117    0.4088   -8309.4377  0.3576 
   00118    0.4116   -8316.8217  0.3580 
   00119    0.4016   -8320.2213  0.3653 
   00120    0.4080   -8337.0579  0.3646 
   00121    0.4300   -8326.3428  0.3634 
   00122    0.4032   -8319.0383  0.3560 
   00123    0.4268   -8320.0706  0.3616 
   00124    0.4224   -8318.4325  0.3583 
   00125    0.4388   -8299.1641  0.3551 
   00126    0.3972   -8311.4764  0.3578 
   00127    0.4108   -8309.1651  0.3514 
   00128    0.4152   -8327.3973  0.3535 
   00129    0.4224   -8314.0494  0.3532 
   00130    0.4156   -8289.0041  0.3545 
   00131    0.4192   -8307.1846  0.3447 
   00132    0.4080   -8296.5406  0.3431 
   00133    0.4068   -8308.6454  0.3413 
   00134    0.4204   -8258.6996  0.3399 
   00135    0.4368   -8256.2361  0.3395 
   00136    0.3996   -8275.6554  0.3435 
   00137    0.4092   -8322.2368  0.3373 
   00138    0.4220   -8351.1698  0.3411 
   00139    0.4128   -8351.5457  0.3449 
   00140    0.4348   -8363.9276  0.3425 
   00141    0.4228   -8379.5611  0.3434 
   00142    0.4332   -8441.2656  0.3398 
   00143    0.4176   -8468.9790  0.3467 
   00144    0.4304   -8439.3254  0.3552 
   00145    0.4128   -8443.5282  0.3594 
   00146    0.3908   -8452.7280  0.3638 
   00147    0.4108   -8451.7088  0.3648 
   00148    0.3952   -8451.9360  0.3597 
   00149    0.4184   -8465.0951  0.3641 
   00150    0.3908   -8461.3785  0.3627 
   00151    0.4320   -8403.2378  0.3633 
   00152    0.4092   -8419.4343  0.3696 
   00153    0.4120   -8397.1974  0.3725 
   00154    0.4176   -8365.8649  0.3700 
   00155    0.4312   -8355.3729  0.3754 
   00156    0.4232   -8380.7028  0.3797 
   00157    0.4156   -8372.8046  0.3803 
   00158    0.4264   -8380.4658  0.3833 
   00159    0.4180   -8405.7350  0.3854 
   00160    0.4288   -8374.1958  0.3922 
   00161    0.4356   -8331.3534  0.3886 
   00162    0.4208   -8384.8486  0.3896 
   00163    0.4240   -8367.3851  0.3888 
   00164    0.4144   -8395.9326  0.3824 
   00165    0.4160   -8396.2844  0.3849 
   00166    0.4288   -8360.1472  0.3871 
   00167    0.3968   -8335.6011  0.3869 
   00168    0.3956   -8292.2511  0.3888 
   00169    0.4312   -8325.3684  0.3867 
   00170    0.4112   -8364.0092  0.3849 
   00171    0.4116   -8406.2678  0.3854 
   00172    0.4152   -8374.8522  0.3799 
   00173    0.3992   -8406.8028  0.3859 
   00174    0.4204   -8412.0664  0.3875 
   00175    0.3928   -8406.6413  0.3913 
   00176    0.4156   -8473.9630  0.4031 
   00177    0.4008   -8411.0270  0.4045 
   00178    0.4200   -8439.7395  0.4050 
   00179    0.4184   -8352.8630  0.4031 
   00180    0.4076   -8409.3534  0.3997 
   00181    0.4116   -8377.9914  0.3992 
   00182    0.3996   -8419.0622  0.4068 
   00183    0.3940   -8401.8494  0.4078 
   00184    0.4092   -8400.0338  0.4108 
   00185    0.4264   -8414.2535  0.4133 
   00186    0.4156   -8383.8789  0.4017 
   00187    0.4136   -8360.3695  0.4070 
   00188    0.4204   -8405.2434  0.4118 
   00189    0.4148   -8435.6634  0.4175 
   00190    0.3992   -8448.0128  0.4250 
   00191    0.4104   -8438.6692  0.4246 
   00192    0.4124   -8450.5229  0.4143 
   00193    0.4020   -8436.3632  0.4121 
   00194    0.4060   -8432.8973  0.4066 
   00195    0.4272   -8436.6388  0.4044 
   00196    0.4208   -8446.6350  0.4047 
   00197    0.4220   -8434.0911  0.4053 
   00198    0.4144   -8363.8823  0.4063 
   00199    0.4012   -8362.7777  0.4007 
   00200    0.4340   -8329.0296  0.4012 
   00201    0.4324   -8308.8627  0.3948 
   00202    0.4256   -8325.7762  0.3963 
   00203    0.4172   -8355.7360  0.4001 
   00204    0.4204   -8409.9240  0.4056 
   00205    0.4120   -8408.8085  0.4032 
   00206    0.4132   -8368.5895  0.4059 
   00207    0.4292   -8401.0738  0.4072 
   00208    0.4236   -8408.4196  0.4053 
   00209    0.4144   -8365.0904  0.4023 
   00210    0.4056   -8387.3755  0.4096 
   00211    0.4156   -8403.1084  0.4138 
   00212    0.4296   -8361.5129  0.4119 
   00213    0.4352   -8424.2306  0.4102 
   00214    0.4244   -8442.4723  0.4153 
   00215    0.4048   -8456.2336  0.4187 
   00216    0.4196   -8424.6811  0.4140 
   00217    0.4216   -8416.0673  0.4223 
   00218    0.4100   -8412.1856  0.4234 
   00219    0.4248   -8437.4000  0.4231 
   00220    0.3976   -8438.7158  0.4309 
   00221    0.3916   -8415.6696  0.4352 
   00222    0.4232   -8419.3739  0.4390 
   00223    0.4068   -8493.9263  0.4358 
   00224    0.4224   -8530.6715  0.4343 
   00225    0.4140   -8535.2543  0.4379 
   00226    0.4036   -8527.8686  0.4388 
   00227    0.4028   -8498.5652  0.4464 
   00228    0.4088   -8567.4879  0.4419 
   00229    0.4184   -8500.5553  0.4406 
   00230    0.4212   -8523.1004  0.4384 
   00231    0.4064   -8522.9318  0.4397 
   00232    0.4132   -8507.6334  0.4406 
   00233    0.4064   -8450.5014  0.4382 
   00234    0.4084   -8497.2673  0.4390 
   00235    0.4088   -8495.3493  0.4369 
   00236    0.4208   -8482.7337  0.4361 
   00237    0.4292   -8440.8119  0.4337 
   00238    0.4256   -8482.8699  0.4364 
   00239    0.4208   -8502.9441  0.4357 
   00240    0.3976   -8494.8919  0.4417 
   00241    0.4088   -8491.0305  0.4413 
   00242    0.4252   -8507.9629  0.4414 
   00243    0.4032   -8493.8245  0.4399 
   00244    0.3940   -8498.2160  0.4380 
   00245    0.4188   -8479.9870  0.4324 
   00246    0.4064   -8479.5700  0.4354 
   00247    0.4196   -8481.7345  0.4266 
   00248    0.4040   -8532.0306  0.4273 
   00249    0.4072   -8515.9888  0.4294 
   00250    0.4264   -8501.1571  0.4226 
   00251    0.4092   -8499.2199  0.4259 
   00252    0.4124   -8501.1183  0.4246 
   00253    0.4164   -8461.9689  0.4206 
   00254    0.4040   -8497.5059  0.4160 
   00255    0.4204   -8458.3751  0.4199 
   00256    0.4036   -8454.3380  0.4251 
   00257    0.4128   -8497.1933  0.4259 
   00258    0.4160   -8492.2898  0.4228 
   00259    0.4208   -8461.0495  0.4255 
   00260    0.4052   -8459.1049  0.4280 
   00261    0.4052   -8438.1246  0.4292 
   00262    0.4148   -8426.9941  0.4354 
   00263    0.4264   -8475.8072  0.4350 
   00264    0.4084   -8497.5421  0.4318 
   00265    0.3952   -8524.1461  0.4313 
   00266    0.4012   -8552.9523  0.4283 
   00267    0.4328   -8507.8211  0.4284 
   00268    0.4192   -8474.7510  0.4295 
   00269    0.4420   -8465.8650  0.4276 
   00270    0.4080   -8458.1081  0.4282 
   00271    0.3996   -8458.1347  0.4288 
   00272    0.3988   -8481.2987  0.4316 
   00273    0.3876   -8489.9378  0.4266 
   00274    0.4216   -8490.8450  0.4272 
   00275    0.4116   -8446.9377  0.4229 
   00276    0.4052   -8451.9931  0.4223 
   00277    0.4092   -8444.7318  0.4159 
   00278    0.4108   -8439.9356  0.4164 
   00279    0.4220   -8468.5063  0.4161 
   00280    0.4232   -8488.6234  0.4103 
   00281    0.4212   -8477.3865  0.4130 
   00282    0.3976   -8457.0693  0.4124 
   00283    0.4276   -8400.0142  0.4166 
   00284    0.4060   -8418.8590  0.4203 
   00285    0.4268   -8403.2424  0.4176 
   00286    0.4212   -8408.3860  0.4205 
   00287    0.3848   -8395.0682  0.4207 
   00288    0.4192   -8423.8732  0.4190 
   00289    0.4200   -8460.7454  0.4207 
   00290    0.4168   -8502.7101  0.4232 
   00291    0.4156   -8482.9451  0.4224 
   00292    0.4388   -8528.2581  0.4199 
   00293    0.4044   -8456.4274  0.4167 
   00294    0.4188   -8450.1690  0.4138 
   00295    0.4024   -8458.6019  0.4173 
   00296    0.4136   -8439.6029  0.4103 
   00297    0.4268   -8473.2360  0.4056 
   00298    0.4160   -8490.8728  0.4068 
   00299    0.4144   -8483.9485  0.4082 
   00300    0.4332   -8420.5221  0.4111 
   00301    0.3972   -8417.9526  0.4096 
   00302    0.4080   -8474.1367  0.4149 
   00303    0.3988   -8448.0591  0.4179 
   00304    0.4000   -8484.3173  0.4169 
   00305    0.4004   -8491.0683  0.4133 
