temperature,order
0.05,0.983
0.10344827586206898,0.721
0.15689655172413794,0.956
0.21034482758620693,0.944
0.2637931034482759,0.897
0.31724137931034485,0.904
0.3706896551724138,0.906
0.4241379310344828,0.868
0.47758620689655173,0.883
0.5310344827586208,0.836
0.5844827586206898,0.851
0.6379310344827587,0.800
0.6913793103448277,0.754
0.7448275862068966,0.757
0.7982758620689656,0.597
0.8517241379310345,0.603
0.9051724137931035,0.595
0.9586206896551726,0.417
1.0120689655172415,0.392
1.0655172413793104,0.466
1.1189655172413795,0.385
1.1724137931034484,0.268
1.2258620689655173,0.375
1.2793103448275862,0.315
1.3327586206896553,0.307
1.3862068965517242,0.323
1.4396551724137931,0.324
1.4931034482758623,0.345
1.5465517241379312,0.312
1.6,0.260
0.05,0.927
0.10344827586206898,0.967
0.15689655172413794,0.961
0.21034482758620693,0.948
0.2637931034482759,0.918
0.31724137931034485,0.908
0.3706896551724138,0.862
0.4241379310344828,0.847
0.47758620689655173,0.857
0.5310344827586208,0.866
0.5844827586206898,0.834
0.6379310344827587,0.811
0.6913793103448277,0.794
0.7448275862068966,0.673
0.7982758620689656,0.711
0.8517241379310345,0.628
0.9051724137931035,0.533
0.9586206896551726,0.562
1.0120689655172415,0.441
1.0655172413793104,0.472
1.1189655172413795,0.457
1.1724137931034484,0.309
1.2258620689655173,0.331
1.2793103448275862,0.360
1.3327586206896553,0.458
1.3862068965517242,0.341
1.4396551724137931,0.275
1.4931034482758623,0.315
1.5465517241379312,0.277
1.6,0.336
0.05,0.989
0.10344827586206898,0.973
0.15689655172413794,0.963
0.21034482758620693,0.942
0.2637931034482759,0.917
0.31724137931034485,0.921
0.3706896551724138,0.895
0.4241379310344828,0.847
0.47758620689655173,0.891
0.5310344827586208,0.816
0.5844827586206898,0.809
0.6379310344827587,0.774
0.6913793103448277,0.789
0.7448275862068966,0.714
0.7982758620689656,0.755
0.8517241379310345,0.581
0.9051724137931035,0.567
0.9586206896551726,0.465
1.0120689655172415,0.572
1.0655172413793104,0.291
1.1189655172413795,0.355
1.1724137931034484,0.282
1.2258620689655173,0.416
1.2793103448275862,0.280
1.3327586206896553,0.272
1.3862068965517242,0.335
1.4396551724137931,0.372
1.4931034482758623,0.343
1.5465517241379312,0.328
1.6,0.414
0.05,0.988
0.10344827586206898,0.963
0.15689655172413794,0.971
0.21034482758620693,0.934
0.2637931034482759,0.929
0.31724137931034485,0.923
0.3706896551724138,0.915
0.4241379310344828,0.365
0.47758620689655173,0.880
0.5310344827586208,0.843
0.5844827586206898,0.811
0.6379310344827587,0.810
0.6913793103448277,0.789
0.7448275862068966,0.739
0.7982758620689656,0.729
0.8517241379310345,0.582
0.9051724137931035,0.529
0.9586206896551726,0.318
1.0120689655172415,0.422
1.0655172413793104,0.376
1.1189655172413795,0.364
1.1724137931034484,0.379
1.2258620689655173,0.354
1.2793103448275862,0.416
1.3327586206896553,0.369
1.3862068965517242,0.321
1.4396551724137931,0.276
1.4931034482758623,0.302
1.5465517241379312,0.363
1.6,0.295
0.05,0.987
0.10344827586206898,0.978
0.15689655172413794,0.961
0.21034482758620693,0.949
0.2637931034482759,0.924
0.31724137931034485,0.882
0.3706896551724138,0.901
0.4241379310344828,0.922
0.47758620689655173,0.844
0.5310344827586208,0.839
0.5844827586206898,0.834
0.6379310344827587,0.839
0.6913793103448277,0.746
0.7448275862068966,0.570
0.7982758620689656,0.710
0.8517241379310345,0.541
0.9051724137931035,0.468
0.9586206896551726,0.450
1.0120689655172415,0.432
1.0655172413793104,0.421
1.1189655172413795,0.447
1.1724137931034484,0.299
1.2258620689655173,0.430
1.2793103448275862,0.337
1.3327586206896553,0.387
1.3862068965517242,0.309
1.4396551724137931,0.378
1.4931034482758623,0.293
1.5465517241379312,0.295
1.6,0.281
0.05,0.990
0.10344827586206898,0.973
0.15689655172413794,0.961
0.21034482758620693,0.952
0.2637931034482759,0.924
0.31724137931034485,0.906
0.3706896551724138,0.892
0.4241379310344828,0.874
0.47758620689655173,0.876
0.5310344827586208,0.857
0.5844827586206898,0.813
0.6379310344827587,0.818
0.6913793103448277,0.780
0.7448275862068966,0.612
0.7982758620689656,0.669
0.8517241379310345,0.645
0.9051724137931035,0.448
0.9586206896551726,0.378
1.0120689655172415,0.315
1.0655172413793104,0.348
1.1189655172413795,0.522
1.1724137931034484,0.479
1.2258620689655173,0.371
1.2793103448275862,0.330
1.3327586206896553,0.376
1.3862068965517242,0.400
1.4396551724137931,0.278
1.4931034482758623,0.394
1.5465517241379312,0.302
1.6,0.269
0.05,0.984
0.10344827586206898,0.980
0.15689655172413794,0.942
0.21034482758620693,0.942
0.2637931034482759,0.938
0.31724137931034485,0.923
0.3706896551724138,0.870
0.4241379310344828,0.907
0.47758620689655173,0.850
0.5310344827586208,0.880
0.5844827586206898,0.799
0.6379310344827587,0.819
0.6913793103448277,0.796
0.7448275862068966,0.773
0.7982758620689656,0.737
0.8517241379310345,0.747
0.9051724137931035,0.464
0.9586206896551726,0.559
1.0120689655172415,0.392
1.0655172413793104,0.391
1.1189655172413795,0.396
1.1724137931034484,0.327
1.2258620689655173,0.321
1.2793103448275862,0.379
1.3327586206896553,0.306
1.3862068965517242,0.329
1.4396551724137931,0.303
1.4931034482758623,0.303
1.5465517241379312,0.330
1.6,0.351
0.05,0.985
0.10344827586206898,0.972
0.15689655172413794,0.952
