#=====================================================
# File created:        Mon-27-Oct-2025-at-09-42-29PM
# Size of lattice:     10x10
# Number of MC steps:  100
# Reduced temperature: 0.500
# Run time (s):        0.136015
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000     -82.4096  0.2871 
   00001    0.6800    -131.3922  0.2629 
   00002    0.6000    -167.1567  0.2547 
   00003    0.6700    -189.3186  0.2783 
   00004    0.6000    -214.6519  0.2943 
   00005    0.5700    -233.4519  0.3228 
   00006    0.4800    -243.5536  0.3758 
   00007    0.5200    -249.3829  0.3503 
   00008    0.5200    -250.1562  0.3712 
   00009    0.4400    -260.5313  0.3670 
   00010    0.5200    -264.6729  0.3958 
   00011    0.4400    -267.3344  0.4365 
   00012    0.5100    -256.5384  0.4164 
   00013    0.4500    -253.0484  0.4135 
   00014    0.5100    -258.7297  0.4692 
   00015    0.4100    -257.5146  0.4618 
   00016    0.5400    -260.1673  0.4489 
   00017    0.5100    -265.4854  0.3998 
   00018    0.5000    -260.7151  0.4135 
   00019    0.4800    -276.4069  0.3943 
   00020    0.4400    -266.3618  0.3590 
   00021    0.4800    -267.6217  0.3498 
   00022    0.4100    -277.8967  0.3494 
   00023    0.4500    -281.0012  0.3095 
   00024    0.4700    -273.9292  0.3210 
   00025    0.5000    -279.7151  0.3211 
   00026    0.4400    -278.0196  0.2959 
   00027    0.4300    -285.8056  0.3382 
   00028    0.4400    -275.0895  0.3618 
   00029    0.4700    -278.9359  0.3998 
   00030    0.5600    -273.8529  0.4074 
   00031    0.5200    -277.9163  0.4572 
   00032    0.4900    -273.1465  0.4860 
   00033    0.4900    -299.1527  0.5326 
   00034    0.4000    -299.9498  0.5064 
   00035    0.5100    -281.4158  0.4949 
   00036    0.4600    -290.9879  0.5400 
   00037    0.4300    -290.9365  0.5218 
   00038    0.4900    -291.1704  0.5040 
   00039    0.4500    -302.3787  0.4927 
   00040    0.4500    -296.2068  0.4618 
   00041    0.5000    -306.0421  0.4802 
   00042    0.4800    -299.7676  0.4578 
   00043    0.4400    -297.1939  0.4800 
   00044    0.3800    -307.5322  0.4812 
   00045    0.4200    -309.4860  0.5168 
   00046    0.4300    -305.9713  0.5391 
   00047    0.4500    -302.2401  0.5067 
   00048    0.3200    -305.5591  0.5220 
   00049    0.4600    -301.8098  0.5241 
   00050    0.4800    -313.6678  0.5369 
   00051    0.3900    -317.0321  0.5556 
   00052    0.3900    -320.8290  0.5941 
   00053    0.4600    -327.4724  0.5966 
   00054    0.4500    -326.1187  0.6161 
   00055    0.3400    -321.3237  0.6245 
   00056    0.4100    -321.7926  0.6096 
   00057    0.3700    -323.4933  0.6109 
   00058    0.5300    -319.4142  0.6306 
   00059    0.4000    -320.2394  0.6272 
   00060    0.4000    -319.5187  0.6070 
   00061    0.4100    -314.2818  0.6212 
   00062    0.5100    -321.2451  0.6509 
   00063    0.3600    -327.1405  0.6776 
   00064    0.4600    -317.0142  0.6765 
   00065    0.3500    -316.0777  0.6962 
   00066    0.5000    -304.3434  0.6650 
   00067    0.2900    -317.5972  0.6649 
   00068    0.3900    -311.6459  0.6583 
   00069    0.4900    -309.2126  0.6643 
   00070    0.4100    -310.1876  0.6751 
   00071    0.4500    -314.2865  0.6765 
   00072    0.5200    -322.0724  0.7297 
   00073    0.4000    -324.8337  0.7133 
   00074    0.4000    -319.0425  0.7283 
   00075    0.4300    -325.3897  0.7169 
   00076    0.4200    -321.5873  0.7229 
   00077    0.5700    -319.7391  0.7372 
   00078    0.4700    -324.0114  0.7536 
   00079    0.4500    -328.5932  0.7441 
   00080    0.4500    -322.3441  0.7339 
   00081    0.4500    -320.5587  0.7402 
   00082    0.4600    -329.4683  0.7595 
   00083    0.3800    -319.4872  0.7633 
   00084    0.4500    -324.2941  0.7628 
   00085    0.4300    -316.4181  0.7387 
   00086    0.4900    -329.9923  0.7531 
   00087    0.4100    -332.3617  0.7630 
   00088    0.4200    -324.1225  0.7438 
   00089    0.4600    -329.0503  0.7461 
   00090    0.3300    -325.8074  0.7434 
   00091    0.3600    -324.6045  0.7512 
   00092    0.3700    -327.4834  0.7275 
   00093    0.5000    -326.9587  0.7577 
   00094    0.3900    -318.2422  0.7419 
   00095    0.5200    -328.2061  0.7307 
   00096    0.3400    -332.3633  0.7437 
   00097    0.4500    -326.3787  0.7419 
   00098    0.5000    -320.8730  0.7311 
   00099    0.4400    -328.4261  0.7537 
   00100    0.4700    -326.3633  0.7222 
