#=====================================================
# File created:        Sat-18-Oct-2025-at-08-24-13PM
# Size of lattice:     52x52
# Number of MC steps:  500
# Reduced temperature: 0.500
# Run time (s):        13.190251
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2619.3563  0.2722 
   00001    0.6930   -3939.7809  0.2870 
   00002    0.6287   -4778.9158  0.2887 
   00003    0.5825   -5423.9661  0.2981 
   00004    0.5636   -5891.3067  0.3003 
   00005    0.5281   -6240.3920  0.3091 
   00006    0.5222   -6492.8333  0.3209 
   00007    0.5111   -6698.6469  0.3263 
   00008    0.5240   -6883.8147  0.3208 
   00009    0.5159   -7118.3453  0.3277 
   00010    0.4963   -7229.8810  0.3368 
   00011    0.4786   -7387.6177  0.3415 
   00012    0.4782   -7472.9165  0.3492 
   00013    0.4919   -7536.8354  0.3576 
   00014    0.4675   -7656.8991  0.3673 
   00015    0.4626   -7757.8367  0.3729 
   00016    0.4416   -7863.2747  0.3759 
   00017    0.4689   -7919.9647  0.3764 
   00018    0.4608   -7982.5060  0.3835 
   00019    0.4538   -8071.3560  0.3799 
   00020    0.4501   -8121.0924  0.3834 
   00021    0.4604   -8142.5069  0.3880 
   00022    0.4560   -8155.4980  0.3871 
   00023    0.4442   -8220.8990  0.3873 
   00024    0.4423   -8311.2978  0.3935 
   00025    0.4493   -8294.9518  0.3975 
   00026    0.4575   -8381.0584  0.3952 
   00027    0.4419   -8381.1433  0.3980 
   00028    0.4316   -8426.4912  0.3953 
   00029    0.4390   -8477.0625  0.3951 
   00030    0.4497   -8526.2912  0.3988 
   00031    0.4212   -8577.0008  0.4026 
   00032    0.4504   -8557.9542  0.4042 
   00033    0.4430   -8550.8089  0.4063 
   00034    0.4349   -8531.8771  0.4077 
   00035    0.4305   -8545.7956  0.4084 
   00036    0.4364   -8557.6199  0.4150 
   00037    0.4172   -8570.2799  0.4165 
   00038    0.4271   -8556.7255  0.4100 
   00039    0.4475   -8552.5120  0.4123 
   00040    0.4371   -8602.9156  0.4155 
   00041    0.4501   -8663.7349  0.4217 
   00042    0.4371   -8692.2904  0.4227 
   00043    0.4201   -8676.0625  0.4255 
   00044    0.4290   -8675.7553  0.4259 
   00045    0.4161   -8740.2198  0.4318 
   00046    0.4449   -8720.0059  0.4355 
   00047    0.4290   -8733.9152  0.4393 
   00048    0.4412   -8741.7057  0.4404 
   00049    0.4216   -8753.8745  0.4401 
   00050    0.4179   -8765.3090  0.4427 
   00051    0.4286   -8800.6650  0.4395 
   00052    0.4349   -8801.5923  0.4322 
