#=====================================================
# File created:        Sat-18-Oct-2025-at-08-23-43PM
# Size of lattice:     4x4
# Number of MC steps:  500
# Reduced temperature: 0.500
# Run time (s):        0.096908
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000     -22.4444  0.3463 
   00001    0.7500     -26.2782  0.4448 
   00002    0.4375     -33.3791  0.6105 
   00003    0.5000     -35.5256  0.6053 
   00004    0.6875     -36.4096  0.5651 
   00005    0.7500     -37.7962  0.6040 
   00006    0.2500     -37.6774  0.6089 
   00007    0.5000     -39.9731  0.5938 
   00008    0.5625     -37.9928  0.5142 
   00009    0.5000     -37.2232  0.4712 
   00010    0.3750     -38.3947  0.5101 
   00011    0.5625     -38.7395  0.6443 
   00012    0.5000     -41.8059  0.6709 
   00013    0.6250     -41.6763  0.6975 
   00014    0.3125     -45.1047  0.7506 
   00015    0.5000     -46.7306  0.8307 
   00016    0.5000     -51.7957  0.8781 
   00017    0.3750     -52.2449  0.8955 
   00018    0.6250     -51.1819  0.9023 
   00019    0.3750     -53.7345  0.9170 
   00020    0.3750     -53.5877  0.8976 
   00021    0.6250     -58.7309  0.9545 
   00022    0.4375     -58.8219  0.9551 
   00023    0.2500     -58.8908  0.9583 
   00024    0.3125     -57.5468  0.9353 
   00025    0.4375     -57.7263  0.9456 
   00026    0.5625     -56.1280  0.9291 
   00027    0.3125     -57.1136  0.9343 
   00028    0.3750     -56.4586  0.9278 
   00029    0.5625     -54.2956  0.9176 
   00030    0.4375     -56.3698  0.9250 
   00031    0.6875     -51.8345  0.8933 
   00032    0.6250     -52.3135  0.8915 
   00033    0.3750     -55.9565  0.9080 
   00034    0.4375     -55.6248  0.9160 
   00035    0.3750     -53.1124  0.9010 
   00036    0.5625     -52.4646  0.8968 
   00037    0.5000     -56.8982  0.9251 
   00038    0.5625     -57.4329  0.9182 
   00039    0.5000     -52.8435  0.8993 
   00040    0.3750     -49.3126  0.8701 
   00041    0.3125     -51.4281  0.8921 
   00042    0.4375     -52.3409  0.8914 
   00043    0.2500     -50.5047  0.8829 
   00044    0.4375     -54.6053  0.9208 
   00045    0.1875     -56.7908  0.9296 
   00046    0.3750     -56.2599  0.9326 
   00047    0.6250     -53.3330  0.9278 
   00048    0.5625     -53.6977  0.9179 
   00049    0.5625     -55.8724  0.9209 
   00050    0.4375     -58.6126  0.9392 
   00051    0.3750     -58.1981  0.9398 
   00052    0.3125     -58.4302  0.9464 
   00053    0.5625     -59.6251  0.9560 
   00054    0.4375     -58.0952  0.9445 
   00055    0.3750     -56.7802  0.9342 
   00056    0.6250     -57.0424  0.9291 
   00057    0.3750     -57.3645  0.9432 
   00058    0.4375     -55.5954  0.9324 
   00059    0.3750     -56.2758  0.9130 
   00060    0.3750     -55.2050  0.9118 
   00061    0.3750     -54.5069  0.9164 
   00062    0.3750     -54.5082  0.9362 
   00063    0.3750     -56.3241  0.9476 
   00064    0.3125     -54.5876  0.9243 
   00065    0.4375     -54.5604  0.9089 
   00066    0.3750     -57.5417  0.9337 
   00067    0.6250     -55.9463  0.9337 
   00068    0.3750     -57.4860  0.9462 
   00069    0.3750     -57.6755  0.9425 
   00070    0.3750     -57.6063  0.9516 
   00071    0.5625     -54.0953  0.9247 
   00072    0.5000     -55.6182  0.9282 
   00073    0.6250     -55.3380  0.9052 
   00074    0.3125     -57.5624  0.9317 
   00075    0.5000     -56.8439  0.9377 
   00076    0.4375     -55.8289  0.9445 
   00077    0.3125     -55.6525  0.9389 
   00078    0.6250     -57.5919  0.9510 
   00079    0.5000     -54.7749  0.9413 
   00080    0.3750     -52.3625  0.9031 
   00081    0.3125     -51.4896  0.8693 
   00082    0.2500     -52.4454  0.8983 
   00083    0.4375     -50.3542  0.8585 
   00084    0.7500     -50.9261  0.8897 
   00085    0.4375     -54.8795  0.9262 
   00086    0.2500     -55.8294  0.9389 
   00087    0.4375     -55.5043  0.9334 
   00088    0.4375     -58.0261  0.9529 
   00089    0.3750     -58.9759  0.9542 
   00090    0.4375     -58.6762  0.9524 
   00091    0.5625     -60.1786  0.9681 
   00092    0.4375     -61.2470  0.9733 
   00093    0.3125     -60.3250  0.9677 
   00094    0.1875     -59.1866  0.9594 
   00095    0.5000     -54.9233  0.9206 
   00096    0.2500     -61.0052  0.9682 
   00097    0.2500     -61.4375  0.9722 
   00098    0.3125     -60.7410  0.9696 
   00099    0.3125     -60.3819  0.9737 
   00100    0.3750     -59.8170  0.9528 
