#=====================================================
# File created:        Thu-23-Oct-2025-at-12-13-03PM
# Size of lattice:     27x27
# Number of MC steps:  14
# Reduced temperature: 0.500
# Run time (s):        0.045076
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -772.9743  0.2787 
   00001    0.6749   -1119.4713  0.2942 
   00002    0.6159   -1360.4398  0.3055 
   00003    0.5693   -1523.7695  0.3061 
   00004    0.5569   -1636.3782  0.3070 
   00005    0.4760   -1741.3315  0.2898 
   00006    0.5281   -1803.8348  0.2781 
   00007    0.5199   -1865.3614  0.2841 
   00008    0.4993   -1907.0213  0.2752 
   00009    0.4801   -1936.9377  0.2936 
   00010    0.4746   -1968.0173  0.2967 
   00011    0.5281   -2025.6287  0.2988 
   00012    0.4664   -2070.6859  0.2880 
   00013    0.4938   -2099.8500  0.2859 
   00014    0.4458   -2119.1544  0.2977 
