#=====================================================
# File created:        Thu-23-Oct-2025-at-12-15-01PM
# Size of lattice:     7x7
# Number of MC steps:  500
# Reduced temperature: 0.500
# Run time (s):        0.125288
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000     -40.9501  0.3968 
   00001    0.7347     -61.8768  0.3418 
   00002    0.6531     -67.0270  0.3282 
   00003    0.4490     -79.2178  0.3397 
   00004    0.6735     -80.9271  0.3533 
   00005    0.4694     -89.8854  0.3627 
   00006    0.6939     -90.6895  0.4357 
   00007    0.5102     -98.6561  0.4417 
   00008    0.6327     -99.2505  0.4541 
   00009    0.5306    -106.5914  0.5285 
   00010    0.5510    -122.6768  0.6129 
   00011    0.5102    -130.6140  0.6191 
   00012    0.4898    -136.6256  0.6032 
   00013    0.4694    -134.0178  0.6253 
   00014    0.4694    -130.9493  0.6385 
   00015    0.5102    -138.0352  0.6365 
   00016    0.3673    -139.4146  0.6603 
   00017    0.4490    -151.3111  0.7209 
   00018    0.3878    -151.2766  0.7380 
   00019    0.4082    -154.7404  0.7398 
   00020    0.3878    -152.3663  0.7857 
   00021    0.5306    -151.0654  0.7993 
   00022    0.5102    -159.1526  0.7884 
   00023    0.4898    -152.0979  0.7744 
   00024    0.4082    -154.3046  0.7935 
   00025    0.4898    -151.6368  0.7944 
   00026    0.6327    -157.8359  0.8519 
   00027    0.5306    -160.9551  0.8580 
   00028    0.3673    -162.8883  0.8384 
   00029    0.4490    -166.0438  0.8559 
   00030    0.3878    -171.0359  0.8916 
   00031    0.4490    -168.3834  0.8792 
   00032    0.4082    -169.2832  0.8803 
   00033    0.5306    -161.2502  0.8251 
   00034    0.3878    -159.8841  0.8231 
   00035    0.4082    -155.5420  0.8139 
   00036    0.4898    -157.9368  0.8379 
   00037    0.4490    -165.2239  0.8820 
   00038    0.3061    -168.6775  0.8978 
   00039    0.4694    -167.3293  0.8943 
   00040    0.3469    -167.8864  0.8901 
   00041    0.4082    -166.8250  0.8804 
   00042    0.3673    -172.4878  0.8942 
