#=====================================================
# File created:        Sat-18-Oct-2025-at-06-55-57PM
# Size of lattice:     72x72
# Number of MC steps:  500
# Reduced temperature: 0.500
# Run time (s):        34.084652
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -5309.8207  0.2580 
   00001    0.6775   -7748.1250  0.2557 
   00002    0.6260   -9361.5116  0.2598 
   00003    0.5874  -10495.0762  0.2595 
   00004    0.5671  -11355.0293  0.2588 
   00005    0.5434  -12203.7741  0.2599 
   00006    0.5185  -12846.1656  0.2595 
   00007    0.5158  -13320.0258  0.2599 
   00008    0.5035  -13736.2903  0.2603 
   00009    0.4875  -14064.1318  0.2611 
   00010    0.4794  -14330.1831  0.2578 
   00011    0.4803  -14528.6577  0.2636 
   00012    0.4705  -14787.8975  0.2651 
   00013    0.4660  -15013.4262  0.2684 
   00014    0.4531  -15189.6760  0.2716 
   00015    0.4535  -15228.5811  0.2723 
   00016    0.4522  -15350.1457  0.2688 
   00017    0.4406  -15442.5313  0.2672 
   00018    0.4622  -15566.1533  0.2671 
   00019    0.4570  -15699.3663  0.2690 
   00020    0.4552  -15859.3070  0.2675 
   00021    0.4381  -15960.3549  0.2648 
   00022    0.4288  -16024.8303  0.2621 
   00023    0.4387  -16041.4748  0.2608 
   00024    0.4402  -16151.8174  0.2645 
   00025    0.4334  -16188.7051  0.2731 
   00026    0.4408  -16230.9515  0.2680 
   00027    0.4441  -16299.7763  0.2688 
   00028    0.4423  -16329.8705  0.2765 
   00029    0.4246  -16383.5734  0.2722 
   00030    0.4369  -16383.3124  0.2696 
   00031    0.4437  -16399.7947  0.2717 
   00032    0.4253  -16443.4374  0.2702 
   00033    0.4398  -16438.3308  0.2705 
   00034    0.4421  -16457.1019  0.2682 
   00035    0.4375  -16478.8556  0.2706 
   00036    0.4302  -16533.6540  0.2730 
   00037    0.4429  -16580.1887  0.2719 
   00038    0.4163  -16615.7577  0.2770 
   00039    0.4294  -16612.8626  0.2807 
   00040    0.4153  -16593.9431  0.2774 
   00041    0.4209  -16628.8244  0.2795 
   00042    0.4327  -16621.1892  0.2775 
   00043    0.4151  -16673.9616  0.2747 
   00044    0.4238  -16707.5096  0.2765 
