#=====================================================
# File created:        Sat-18-Oct-2025-at-06-51-04PM
# Size of lattice:     19x19
# Number of MC steps:  85
# Reduced temperature: 0.500
# Run time (s):        0.400891
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -336.1767  0.2997 
   00001    0.6704    -532.8514  0.3143 
   00002    0.6731    -695.4471  0.3209 
   00003    0.6039    -770.3744  0.3449 
   00004    0.5152    -827.2039  0.3358 
   00005    0.5402    -870.5001  0.3166 
   00006    0.5540    -907.1726  0.3350 
   00007    0.5402    -943.3596  0.3292 
   00008    0.4875    -961.9226  0.3321 
   00009    0.4986    -976.7428  0.3549 
   00010    0.4404    -986.4881  0.3615 
   00011    0.4598   -1016.4757  0.3716 
   00012    0.4737   -1028.7769  0.3631 
   00013    0.4488   -1044.9175  0.3678 
   00014    0.4765   -1046.4871  0.3712 
   00015    0.4432   -1052.8968  0.3878 
   00016    0.4654   -1064.6325  0.3760 
   00017    0.4598   -1070.6174  0.3862 
   00018    0.4654   -1059.1055  0.3924 
   00019    0.4571   -1081.2107  0.3905 
   00020    0.4515   -1081.3293  0.4029 
   00021    0.4488   -1091.1821  0.4224 
   00022    0.4958   -1098.0582  0.4164 
   00023    0.4488   -1097.2911  0.4254 
   00024    0.4155   -1089.7774  0.4250 
   00025    0.4183   -1107.5230  0.4312 
   00026    0.4432   -1100.8698  0.4325 
   00027    0.4543   -1106.8808  0.4211 
   00028    0.4266   -1121.6534  0.4384 
   00029    0.4127   -1129.7364  0.4603 
   00030    0.4404   -1139.8524  0.4594 
   00031    0.4460   -1147.0139  0.4669 
   00032    0.4266   -1132.4209  0.4563 
   00033    0.4266   -1148.3485  0.4564 
   00034    0.4681   -1149.7607  0.4602 
   00035    0.4488   -1141.2210  0.4640 
   00036    0.4626   -1133.2150  0.4793 
   00037    0.4460   -1143.1504  0.4792 
   00038    0.3989   -1158.3128  0.4796 
   00039    0.4349   -1150.4099  0.4950 
   00040    0.4488   -1153.3708  0.4944 
   00041    0.4238   -1147.6067  0.4885 
   00042    0.4127   -1147.7848  0.4932 
   00043    0.3712   -1157.3362  0.4851 
   00044    0.4571   -1166.4279  0.4683 
   00045    0.4127   -1174.5564  0.4983 
   00046    0.4460   -1162.3461  0.4949 
   00047    0.4321   -1178.3557  0.4988 
   00048    0.4349   -1155.3347  0.4900 
   00049    0.3878   -1157.9224  0.4888 
   00050    0.4155   -1160.5631  0.4922 
   00051    0.4958   -1152.9595  0.5033 
   00052    0.4321   -1141.9520  0.5012 
   00053    0.4266   -1130.0453  0.5120 
   00054    0.4155   -1150.6722  0.5332 
   00055    0.4460   -1144.9666  0.5549 
   00056    0.3961   -1161.8981  0.5709 
   00057    0.4404   -1171.8759  0.5649 
   00058    0.4100   -1158.9605  0.5655 
   00059    0.4238   -1150.6518  0.5512 
   00060    0.4598   -1161.5559  0.5604 
   00061    0.4238   -1155.0149  0.5668 
   00062    0.4709   -1156.3252  0.5888 
   00063    0.4100   -1157.9516  0.5995 
   00064    0.4044   -1160.2458  0.5957 
   00065    0.4321   -1167.3147  0.6057 
   00066    0.4958   -1178.9701  0.6382 
   00067    0.3961   -1177.0823  0.6394 
   00068    0.4017   -1191.0105  0.6496 
   00069    0.4598   -1186.5337  0.6514 
   00070    0.4155   -1190.4274  0.6552 
   00071    0.4238   -1207.6696  0.6636 
   00072    0.4266   -1194.7432  0.6733 
   00073    0.4349   -1181.1084  0.6605 
   00074    0.4377   -1200.5193  0.6442 
   00075    0.4044   -1205.6216  0.6572 
   00076    0.4127   -1205.5138  0.6494 
   00077    0.4155   -1204.8176  0.6561 
   00078    0.4238   -1218.9384  0.6705 
   00079    0.4931   -1209.3607  0.6696 
   00080    0.3934   -1205.6933  0.6666 
   00081    0.3961   -1202.7498  0.6535 
   00082    0.4155   -1193.1482  0.6536 
   00083    0.4238   -1198.5399  0.6715 
   00084    0.4349   -1214.2436  0.6767 
   00085    0.3712   -1206.6728  0.6772 
