#=====================================================
# File created:        Thu-23-Oct-2025-at-12-13-36PM
# Size of lattice:     27x27
# Number of MC steps:  85
# Reduced temperature: 0.500
# Run time (s):        0.337382
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -748.2685  0.2721 
   00001    0.6804   -1063.7543  0.2890 
   00002    0.6159   -1250.0667  0.2926 
   00003    0.5912   -1424.6775  0.2913 
   00004    0.5679   -1561.0687  0.2858 
   00005    0.5610   -1651.5167  0.3073 
   00006    0.5281   -1744.0674  0.3148 
   00007    0.5418   -1830.1466  0.3197 
   00008    0.4952   -1926.6248  0.3232 
   00009    0.4540   -1946.8982  0.3444 
   00010    0.4938   -2004.2436  0.3527 
   00011    0.4527   -2053.0015  0.3513 
   00012    0.4691   -2094.9284  0.3552 
   00013    0.4417   -2161.5225  0.3674 
   00014    0.4417   -2191.3696  0.3609 
   00015    0.4842   -2209.0098  0.3529 
   00016    0.4280   -2232.6764  0.3506 
   00017    0.4005   -2267.5183  0.3502 
   00018    0.4403   -2293.5763  0.3558 
   00019    0.4115   -2291.9439  0.3599 
   00020    0.4362   -2281.4845  0.3552 
   00021    0.4252   -2261.5856  0.3620 
   00022    0.4307   -2303.7990  0.3643 
   00023    0.4335   -2319.1357  0.3639 
   00024    0.4252   -2320.0465  0.3705 
   00025    0.4403   -2328.9330  0.3727 
   00026    0.4348   -2336.8352  0.3600 
   00027    0.4294   -2347.9026  0.3622 
   00028    0.3992   -2351.5772  0.3745 
   00029    0.4184   -2342.7512  0.3954 
   00030    0.4225   -2344.5070  0.3868 
   00031    0.4074   -2342.9986  0.3914 
   00032    0.4403   -2350.4030  0.4051 
   00033    0.4486   -2347.2756  0.3886 
   00034    0.4252   -2347.6785  0.3824 
   00035    0.4198   -2341.7733  0.3826 
   00036    0.4239   -2330.2685  0.3970 
   00037    0.4362   -2373.2420  0.3972 
   00038    0.4294   -2372.9019  0.4039 
   00039    0.4362   -2380.7076  0.4091 
   00040    0.4376   -2373.2663  0.4057 
   00041    0.4348   -2366.3073  0.4205 
   00042    0.4211   -2366.8634  0.4367 
   00043    0.4472   -2350.4555  0.4344 
   00044    0.4156   -2338.3911  0.4381 
   00045    0.4554   -2350.0479  0.4395 
   00046    0.4650   -2334.0250  0.4449 
   00047    0.4568   -2368.5462  0.4327 
   00048    0.4417   -2379.8108  0.4331 
   00049    0.4376   -2389.0519  0.4224 
   00050    0.4321   -2406.8363  0.4257 
   00051    0.4486   -2412.8976  0.4329 
   00052    0.4170   -2415.2454  0.4243 
   00053    0.4239   -2415.1181  0.4279 
   00054    0.4335   -2424.7847  0.4382 
   00055    0.4033   -2410.1044  0.4315 
   00056    0.4417   -2400.2362  0.4237 
   00057    0.4527   -2375.0572  0.4149 
   00058    0.4266   -2365.4308  0.4150 
   00059    0.4431   -2373.4907  0.4194 
   00060    0.4252   -2378.9739  0.4279 
   00061    0.4390   -2364.4969  0.4303 
   00062    0.3896   -2375.1164  0.4284 
   00063    0.4239   -2352.9642  0.4222 
   00064    0.4294   -2376.4523  0.4378 
   00065    0.4047   -2380.3792  0.4321 
   00066    0.4129   -2382.5864  0.4385 
   00067    0.4321   -2361.0117  0.4357 
   00068    0.4184   -2367.2508  0.4434 
   00069    0.4321   -2359.9653  0.4432 
   00070    0.4417   -2377.1809  0.4515 
   00071    0.4102   -2383.5045  0.4694 
   00072    0.4335   -2367.9224  0.4641 
   00073    0.4225   -2370.1497  0.4617 
   00074    0.4156   -2369.9874  0.4700 
   00075    0.4376   -2407.8588  0.4788 
   00076    0.4170   -2397.2044  0.4774 
   00077    0.4102   -2397.2600  0.4861 
   00078    0.4294   -2419.2095  0.4918 
   00079    0.4499   -2403.5920  0.4869 
   00080    0.4047   -2375.7000  0.4850 
   00081    0.4458   -2411.0902  0.4806 
   00082    0.4554   -2412.6812  0.4884 
   00083    0.4225   -2420.7004  0.4957 
   00084    0.4403   -2426.9034  0.4985 
   00085    0.3813   -2420.7978  0.4910 
