#=====================================================
# File created:        Thu-23-Oct-2025-at-12-14-27PM
# Size of lattice:     4x4
# Number of MC steps:  321
# Reduced temperature: 0.500
# Run time (s):        0.033341
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000     -34.6268  0.6984 
   00001    0.6250     -37.5867  0.7358 
   00002    0.6250     -49.1836  0.8780 
   00003    0.3125     -50.7263  0.8834 
   00004    0.4375     -57.1354  0.9449 
   00005    0.2500     -57.9298  0.9495 
   00006    0.5625     -56.3576  0.9361 
   00007    0.5625     -55.9587  0.9299 
   00008    0.2500     -55.9267  0.9310 
   00009    0.4375     -59.1496  0.9528 
   00010    0.3750     -58.4651  0.9438 
   00011    0.3125     -58.0270  0.9481 
   00012    0.5000     -56.5611  0.9358 
   00013    0.3750     -54.8638  0.9368 
   00014    0.4375     -53.2622  0.9136 
   00015    0.5625     -57.9729  0.9456 
   00016    0.5000     -57.3859  0.9398 
   00017    0.3750     -59.0813  0.9520 
   00018    0.4375     -58.2885  0.9480 
   00019    0.3125     -58.8367  0.9611 
   00020    0.6250     -59.1332  0.9620 
   00021    0.2500     -58.5633  0.9562 
   00022    0.3750     -59.6753  0.9689 
   00023    0.4375     -57.9527  0.9468 
   00024    0.4375     -59.8474  0.9667 
   00025    0.2500     -60.5250  0.9635 
   00026    0.6250     -60.9247  0.9752 
   00027    0.3750     -59.0812  0.9625 
   00028    0.3750     -59.9517  0.9652 
   00029    0.2500     -60.1965  0.9687 
   00030    0.6875     -57.0573  0.9370 
   00031    0.3125     -59.0075  0.9491 
   00032    0.4375     -59.0612  0.9479 
   00033    0.3125     -59.8329  0.9613 
   00034    0.4375     -58.8236  0.9559 
   00035    0.4375     -58.7637  0.9510 
   00036    0.1250     -58.6279  0.9501 
   00037    0.5000     -53.0513  0.9187 
   00038    0.2500     -55.7831  0.9430 
   00039    0.4375     -55.5123  0.9275 
   00040    0.3125     -57.5619  0.9460 
   00041    0.3750     -56.8345  0.9328 
   00042    0.3125     -54.7634  0.9193 
   00043    0.4375     -54.6495  0.9165 
   00044    0.5625     -57.7587  0.9428 
   00045    0.3750     -57.3101  0.9426 
   00046    0.2500     -58.1111  0.9550 
   00047    0.3750     -56.5593  0.9443 
   00048    0.3125     -52.6923  0.9149 
   00049    0.3125     -52.9876  0.8964 
   00050    0.5000     -49.5013  0.8778 
   00051    0.3750     -55.8193  0.9399 
   00052    0.1875     -59.5680  0.9586 
   00053    0.4375     -59.5951  0.9636 
   00054    0.5000     -56.6773  0.9407 
   00055    0.3125     -61.1054  0.9773 
   00056    0.5625     -54.8112  0.9111 
   00057    0.3750     -55.7674  0.9216 
   00058    0.5000     -56.7298  0.9389 
   00059    0.3750     -56.8022  0.9334 
   00060    0.5000     -58.1269  0.9434 
   00061    0.6875     -54.6831  0.9139 
   00062    0.4375     -53.9069  0.9109 
   00063    0.3750     -55.8040  0.9320 
   00064    0.4375     -53.2410  0.9022 
   00065    0.1875     -54.5509  0.9053 
   00066    0.3125     -56.6756  0.9317 
   00067    0.3750     -56.0795  0.9166 
   00068    0.5625     -57.1903  0.9422 
   00069    0.3125     -56.4866  0.9394 
   00070    0.4375     -56.1912  0.9300 
   00071    0.6250     -52.6399  0.8999 
   00072    0.4375     -56.5633  0.9198 
   00073    0.3125     -57.0511  0.9194 
   00074    0.3125     -60.0047  0.9543 
   00075    0.1875     -59.9069  0.9529 
   00076    0.4375     -58.0054  0.9475 
   00077    0.5000     -59.1243  0.9495 
   00078    0.6875     -54.9771  0.9330 
   00079    0.5000     -55.8737  0.9286 
   00080    0.3125     -59.4050  0.9608 
   00081    0.5000     -55.6199  0.9280 
   00082    0.1250     -56.2780  0.9291 
   00083    0.3125     -53.1501  0.9054 
   00084    0.3750     -49.8628  0.8941 
   00085    0.5625     -54.4210  0.9304 
   00086    0.3125     -56.4049  0.9317 
   00087    0.4375     -57.8339  0.9410 
   00088    0.5000     -59.6248  0.9659 
   00089    0.3750     -59.3500  0.9655 
   00090    0.5000     -60.6636  0.9706 
   00091    0.3750     -59.2257  0.9628 
   00092    0.3750     -56.2515  0.9333 
   00093    0.1875     -57.2431  0.9417 
   00094    0.5000     -56.9682  0.9373 
   00095    0.3750     -57.7144  0.9521 
   00096    0.3750     -56.8706  0.9455 
   00097    0.3125     -54.7943  0.8959 
   00098    0.5000     -54.9850  0.9138 
   00099    0.4375     -56.6327  0.9254 
   00100    0.6250     -49.1518  0.8771 
   00101    0.6250     -49.3551  0.8386 
   00102    0.3125     -50.1363  0.8758 
   00103    0.3125     -50.4561  0.8839 
   00104    0.5625     -45.5756  0.8772 
   00105    0.3750     -51.4126  0.9199 
   00106    0.2500     -51.6920  0.9316 
   00107    0.3125     -50.5559  0.9032 
   00108    0.5000     -53.6632  0.9207 
   00109    0.5000     -53.0367  0.9193 
   00110    0.5625     -57.0535  0.9472 
   00111    0.4375     -56.9412  0.9445 
   00112    0.3125     -56.5463  0.9437 
   00113    0.5625     -52.2779  0.8930 
   00114    0.5625     -55.4876  0.8816 
   00115    0.3750     -56.6051  0.9009 
   00116    0.5000     -55.9378  0.9051 
   00117    0.3750     -52.7704  0.9054 
   00118    0.3125     -54.9816  0.9369 
   00119    0.3125     -54.2759  0.9224 
   00120    0.3750     -58.2191  0.9512 
   00121    0.5000     -58.8111  0.9616 
   00122    0.5000     -56.5107  0.9421 
   00123    0.3750     -57.7517  0.9510 
   00124    0.3125     -58.7193  0.9516 
   00125    0.1250     -58.8013  0.9556 
   00126    0.4375     -60.5276  0.9543 
   00127    0.4375     -58.8206  0.9419 
   00128    0.7500     -59.4192  0.9557 
   00129    0.5625     -60.2687  0.9701 
   00130    0.3750     -57.8755  0.9504 
   00131    0.4375     -59.9642  0.9643 
