#=====================================================
# File created:        Thu-23-Oct-2025-at-12-14-05PM
# Size of lattice:     14x14
# Number of MC steps:  206
# Reduced temperature: 0.500
# Run time (s):        0.178634
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -193.3806  0.3197 
   00001    0.6939    -301.1426  0.2824 
   00002    0.6071    -359.0358  0.3019 
   00003    0.5816    -386.6335  0.2988 
   00004    0.5153    -408.6066  0.3198 
   00005    0.5714    -423.1948  0.3151 
   00006    0.5204    -443.9472  0.3264 
   00007    0.5408    -475.5507  0.3361 
   00008    0.5255    -476.6953  0.2966 
   00009    0.5459    -490.2767  0.3299 
   00010    0.5408    -498.9482  0.3191 
   00011    0.4439    -516.4049  0.3327 
   00012    0.5051    -523.6098  0.3294 
   00013    0.5051    -534.4633  0.3322 
   00014    0.4796    -549.9021  0.3484 
   00015    0.4694    -555.9535  0.3578 
   00016    0.4337    -580.6843  0.3745 
   00017    0.4541    -576.2325  0.4031 
   00018    0.4337    -578.4018  0.4184 
   00019    0.4847    -562.2774  0.4087 
   00020    0.4898    -562.4590  0.4015 
   00021    0.4235    -563.7402  0.3968 
   00022    0.4541    -578.2553  0.3743 
   00023    0.4898    -576.9856  0.3764 
   00024    0.4949    -577.6477  0.3796 
   00025    0.3980    -587.9062  0.4271 
   00026    0.4847    -589.1739  0.4227 
   00027    0.4745    -585.1942  0.4253 
   00028    0.4490    -597.8483  0.4386 
   00029    0.4388    -603.7964  0.4247 
   00030    0.4082    -598.4954  0.4287 
   00031    0.4388    -595.1477  0.4156 
   00032    0.4541    -594.7460  0.4180 
   00033    0.4898    -603.3894  0.4383 
   00034    0.3980    -614.6074  0.4540 
   00035    0.4643    -623.4696  0.4483 
   00036    0.4286    -614.6342  0.4597 
   00037    0.4286    -615.1072  0.4791 
   00038    0.4949    -620.6564  0.4738 
   00039    0.5153    -609.6525  0.4568 
   00040    0.4592    -616.4462  0.4702 
   00041    0.4133    -606.3928  0.4491 
   00042    0.4235    -605.6730  0.4352 
   00043    0.4847    -621.4619  0.4565 
   00044    0.4592    -615.8375  0.4299 
   00045    0.4694    -616.4223  0.4269 
   00046    0.4337    -611.7306  0.4296 
   00047    0.4541    -601.5127  0.4438 
   00048    0.4694    -606.5920  0.4492 
   00049    0.3878    -615.0013  0.4525 
   00050    0.4439    -623.6970  0.4494 
   00051    0.4184    -623.0381  0.4530 
   00052    0.4745    -625.4016  0.4597 
   00053    0.4184    -627.6534  0.4504 
   00054    0.4082    -626.4977  0.4675 
   00055    0.3316    -638.1622  0.5137 
   00056    0.4286    -631.7965  0.5031 
   00057    0.4286    -638.9286  0.5114 
   00058    0.4388    -636.3097  0.5130 
   00059    0.3520    -621.2097  0.5007 
   00060    0.4541    -618.8544  0.4726 
   00061    0.4949    -634.3808  0.4886 
   00062    0.4286    -643.8560  0.4791 
   00063    0.4286    -644.0736  0.4504 
   00064    0.4337    -636.0845  0.4439 
   00065    0.4949    -634.9101  0.4592 
   00066    0.4949    -646.8303  0.4678 
   00067    0.4796    -632.0444  0.4615 
   00068    0.4847    -632.1933  0.4509 
   00069    0.4337    -645.7915  0.4776 
   00070    0.3827    -647.8965  0.4892 
   00071    0.3776    -661.2668  0.5277 
   00072    0.3878    -663.4693  0.5374 
   00073    0.4184    -664.4936  0.5413 
   00074    0.4337    -656.5950  0.5611 
   00075    0.4694    -648.7828  0.5451 
   00076    0.4337    -640.3247  0.5378 
