#=====================================================
# File created:        Thu-23-Oct-2025-at-12-13-47PM
# Size of lattice:     10x10
# Number of MC steps:  132
# Reduced temperature: 0.500
# Run time (s):        0.063083
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000     -97.3187  0.3486 
   00001    0.6400    -143.5379  0.3050 
   00002    0.6700    -164.8919  0.3129 
   00003    0.7200    -167.2019  0.3334 
   00004    0.6400    -189.0332  0.3184 
   00005    0.6300    -217.3068  0.3330 
   00006    0.5500    -239.1444  0.3920 
   00007    0.5000    -249.3148  0.4528 
   00008    0.5000    -244.1212  0.4249 
   00009    0.4600    -252.4594  0.4585 
   00010    0.6000    -246.3816  0.4760 
   00011    0.4700    -248.4378  0.5107 
   00012    0.5200    -256.1513  0.5789 
   00013    0.4100    -263.9439  0.5753 
   00014    0.4700    -281.6531  0.6110 
   00015    0.5600    -280.6273  0.5570 
   00016    0.5200    -284.6616  0.5624 
   00017    0.4900    -297.4445  0.5737 
   00018    0.5500    -305.3794  0.6047 
   00019    0.4200    -311.1247  0.6004 
   00020    0.3700    -311.4798  0.6346 
   00021    0.4400    -303.8757  0.6291 
   00022    0.3700    -301.2795  0.5929 
   00023    0.5100    -306.0653  0.6339 
   00024    0.4100    -303.9801  0.6635 
   00025    0.4200    -304.5150  0.6645 
   00026    0.4000    -302.8859  0.6540 
   00027    0.4500    -306.1194  0.6513 
   00028    0.4500    -328.7499  0.6778 
   00029    0.4700    -320.9230  0.6500 
   00030    0.3500    -321.3564  0.6898 
   00031    0.6000    -312.7098  0.7203 
   00032    0.3200    -319.0072  0.7401 
   00033    0.4800    -316.5345  0.7481 
   00034    0.3800    -322.2473  0.7694 
   00035    0.4200    -325.2470  0.7800 
   00036    0.3700    -328.9167  0.7922 
   00037    0.4600    -330.5829  0.8101 
   00038    0.4200    -332.4569  0.8168 
   00039    0.3600    -333.8340  0.8023 
   00040    0.3400    -338.7690  0.8015 
   00041    0.4200    -342.5047  0.8175 
