#=====================================================
# File created:        Sat-18-Oct-2025-at-06-50-29PM
# Size of lattice:     27x27
# Number of MC steps:  35
# Reduced temperature: 0.500
# Run time (s):        0.461451
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -728.4188  0.2839 
   00001    0.6886   -1089.0421  0.3030 
   00002    0.6502   -1298.7801  0.3104 
   00003    0.6392   -1478.3054  0.3237 
   00004    0.5652   -1615.7277  0.3460 
   00005    0.5089   -1687.4028  0.3631 
   00006    0.5048   -1787.6558  0.3812 
   00007    0.5185   -1872.8738  0.4075 
   00008    0.5021   -1909.7356  0.4170 
   00009    0.4842   -1973.4591  0.4495 
   00010    0.4801   -2033.4216  0.4481 
   00011    0.4842   -2040.5919  0.4522 
   00012    0.4540   -2075.7973  0.4654 
   00013    0.4472   -2116.5702  0.4638 
   00014    0.4540   -2131.6281  0.4707 
   00015    0.4650   -2135.9162  0.4781 
   00016    0.4540   -2175.6068  0.4933 
   00017    0.4431   -2195.5438  0.5128 
   00018    0.4143   -2212.1701  0.5158 
   00019    0.4321   -2228.3608  0.5105 
   00020    0.4321   -2236.7284  0.5015 
   00021    0.4403   -2241.8141  0.5187 
   00022    0.4513   -2248.8291  0.5088 
   00023    0.4266   -2264.3380  0.5067 
   00024    0.4403   -2268.0086  0.5104 
   00025    0.4307   -2253.1759  0.5193 
   00026    0.4252   -2263.6035  0.5296 
   00027    0.4225   -2282.6628  0.5321 
   00028    0.4239   -2278.9347  0.5423 
   00029    0.4280   -2305.6956  0.5461 
   00030    0.4362   -2337.8647  0.5351 
   00031    0.4787   -2292.4566  0.5376 
   00032    0.4486   -2328.0101  0.5395 
   00033    0.4239   -2324.3623  0.5495 
   00034    0.4499   -2312.1039  0.5327 
   00035    0.4088   -2315.5887  0.5366 
