iterations,size,temperature,order,time
500,1,0.5,1.000,0.055708
500,1,0.5,1.000,0.056469
500,2,0.5,0.879,0.073289
500,3,0.5,0.953,0.111944
500,4,0.5,0.944,0.155773
500,5,0.5,0.747,0.221429
500,7,0.5,0.813,0.380829
500,10,0.5,0.842,0.714366
500,14,0.5,0.829,1.352231
500,19,0.5,0.754,2.729589
500,27,0.5,0.398,5.367525
500,37,0.5,0.809,9.267895
500,52,0.5,0.706,18.306375
500,72,0.5,0.315,34.928589
500,100,0.5,0.344,67.975668
1,100,0.5,0.256,0.145698
2,100,0.5,0.262,0.265818
2,100,0.5,0.254,0.267764
4,100,0.5,0.264,0.540230
6,100,0.5,0.254,0.810412
9,100,0.5,0.289,1.193098
14,100,0.5,0.277,1.879989
22,100,0.5,0.330,2.945796
35,100,0.5,0.300,4.632521
54,100,0.5,0.289,7.333968
85,100,0.5,0.302,11.443541
132,100,0.5,0.337,17.853114
206,100,0.5,0.327,27.949892
321,100,0.5,0.392,43.132724
500,100,0.5,0.471,67.643757
